pl_name,hostname,is_control,radius_earth,radius_error_plus,radius_error_minus,catalogue_mass_value_earth,catalogue_mass_class,catalogue_mass_accepted_as_independent,mass_use_reason,hz_conservative_probability,earth2_rank,label,independent_mass_used,covariance_status,mass_radius_correlation,p_rocky_rogers_radius_only,wolfgang_mass_location_earth,wolfgang_intrinsic_scatter_earth,wolfgang_prediction_is_dynamical_mass,zeng_supported_draw_fraction,p_rocky_zeng_fe_si_envelope,p_requires_volatiles_zeng,p_consistent_with_terrestrial_composition_zeng,p_too_dense_for_zeng_cmf_0_to_0p4,otegi_supported_draw_fraction,p_rocky_otegi_equal_prior,p_rocky_otegi_scatter_0p10dex,p_rocky_otegi_scatter_0p30dex,p_rocky_model_min,p_rocky_model_max,p_rocky_model_range,n_rocky_models_supported,composition_evidence_scope
G 261-6 b,G 261-6,False,1.1,,,1.37,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,85,MODEL-INFERRED,False,unavailable_assumed_zero,,0.92414182,3.056147105,1.9,False,0,,,,,0,,,,0.92414182,0.92414182,,1,radius_only_baseline
YZ Cet d,YZ Cet,False,1.03,,,1.09,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,86,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9453186828,2.805770575,1.9,False,0,,,,,0,,,,0.9453186828,0.9453186828,,1,radius_only_baseline
GJ 273 b,GJ 273,False,1.51,,,2.89,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,87,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6106392339,4.613534745,1.9,False,0,,,,,0,,,,0.6106392339,0.6106392339,,1,radius_only_baseline
LP 791-18 c,LP 791-18,False,2.488,0.096,-0.096,7.16,measured,True,catalogue class is an independent measured mass,0,88,MODEL-INFERRED,True,unavailable_assumed_zero,,0.01295666124,8.830173827,1.9,False,0.9,0,1,0,0,1,0.09347946743,0.002771410622,0.2468137684,0,0.09347946743,0.09347946743,3,independent_mass_and_radius
TRAPPIST-1 h,TRAPPIST-1,False,0.755,0.014,-0.014,0.326,measured,True,catalogue class is an independent measured mass,0,89,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9855295556,1.873677326,1.9,False,0,,,,,0.00075,,,,0.9855295556,0.9855295556,,1,independent_mass_and_radius
L 98-59 e,L 98-59,False,1.49,,,2.82,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,90,MODEL-INFERRED,False,unavailable_assumed_zero,,0.634135591,4.534254713,1.9,False,0,,,,,0,,,,0.634135591,0.634135591,,1,radius_only_baseline
TOI-776 c,TOI-776,False,2.047,0.081,-0.078,6.9,measured,True,catalogue class is an independent measured mass,0,91,MODEL-INFERRED,True,unavailable_assumed_zero,,0.1010850932,6.851993773,1.9,False,0.65725,0.002282236592,0.9977177634,0.002282236592,0,0.9965,0.4183124743,0.368534322,0.4513376953,0.002282236592,0.4183124743,0.4160302378,3,independent_mass_and_radius
TOI-2136 b,TOI-2136,False,2.19,0.17,-0.17,6.37,measured,True,catalogue class is an independent measured mass,0.01025,92,MODEL-INFERRED,True,unavailable_assumed_zero,,0.06412203997,7.480680621,1.9,False,0.7285,0.006863417982,0.993136582,0.006177076184,0.0006863417982,0.99575,0.2754683796,0.1828583308,0.3572719086,0.006863417982,0.2754683796,0.2686049616,3,independent_mass_and_radius
Wolf 1061 c,Wolf 1061,False,1.66,,,3.41,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,93,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4255574832,5.218002449,1.9,False,0,,,,,0,,,,0.4255574832,0.4255574832,,1,radius_only_baseline
K2-3 d,K2-3,False,1.458,0.056,-0.051,2.2,upper_limit,False,mass excluded: only true measured masses support composition inference,0,94,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6658792337,4.408070638,1.9,False,0,,,,,0,,,,0.6658792337,0.6658792337,,1,radius_only_baseline
TOI-2093 c,TOI-2093,False,2.3,0.12,-0.12,15.8,measured,True,catalogue class is an independent measured mass,0,95,MODEL-INFERRED,True,unavailable_assumed_zero,,0.03429815179,7.972783132,1.9,False,0.019,,,,,0.9945,0.7634875255,0.8623217707,0.6580652316,0.03429815179,0.7634875255,0.7291893738,2,independent_mass_and_radius
Proxima Cen d,Proxima Cen,False,0.692,,,0.26,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,96,MODEL-INFERRED,False,unavailable_assumed_zero,,0.989439312,1.673022135,1.9,False,0,,,,,0,,,,0.989439312,0.989439312,,1,radius_only_baseline
GJ 581 c,GJ 581,False,2.5,,,6.81,measured,True,catalogue class is an independent measured mass,0,97,MODEL-INFERRED,True,unavailable_assumed_zero,,0.01098694263,8.885579879,1.9,False,1,0,1,0,0,1,0.05077846425,0.0001032752467,0.1995160778,0,0.05077846425,0.05077846425,3,independent_mass_and_radius
Ross 508 b,Ross 508,False,1.83,,,4,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,98,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2404890831,5.923115219,1.9,False,0,,,,,0,,,,0.2404890831,0.2404890831,,1,radius_only_baseline
Kepler-538 b,Kepler-538,False,2.215,0.04,-0.034,12.9,measured,True,catalogue class is an independent measured mass,0,99,MODEL-INFERRED,True,unavailable_assumed_zero,,0.04431289006,7.591884878,1.9,False,0.0525,,,,,1,0.7093779592,0.8186828551,0.6191854469,0.04431289006,0.7093779592,0.6650650692,2,independent_mass_and_radius
GJ 1132 c,GJ 1132,False,1.52,,,2.91,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,100,MODEL-INFERRED,False,unavailable_assumed_zero,,0.5986876601,4.653293313,1.9,False,0,,,,,0,,,,0.5986876601,0.5986876601,,1,radius_only_baseline
GJ 411 b,GJ 411,False,1.45,,,2.69,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,101,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6791786992,4.376653522,1.9,False,0,,,,,0,,,,0.6791786992,0.6791786992,,1,radius_only_baseline
Kepler-1661 b,Kepler-1661,False,3.87,0.06,-0.06,17,measured,True,catalogue class is an independent measured mass,1,102,MODEL-INFERRED,True,unavailable_assumed_zero,,1.228555499e-05,15.68151503,1.9,False,0.126,,,,,0.645,0.005891046005,6.104323562e-06,0.05069969936,1.228555499e-05,0.005891046005,0.00587876045,2,independent_mass_and_radius
TOI-561 e,TOI-561,False,2.517,0.045,-0.045,12.4,measured,True,catalogue class is an independent measured mass,0,103,MODEL-INFERRED,True,unavailable_assumed_zero,,0.01034116191,8.964208398,1.9,False,0.00075,,,,,1,0.4636113486,0.3465932288,0.4870656209,0.01034116191,0.4636113486,0.4532701867,2,independent_mass_and_radius
Kepler-138 c,Kepler-138,False,1.51,0.04,-0.04,2.3,measured,True,catalogue class is an independent measured mass,0,104,MODEL-INFERRED,True,unavailable_assumed_zero,,0.6107135596,4.613534745,1.9,False,0.9965,0.0318615153,0.9681384847,0.0318615153,0,1,0.4465287736,0.2790923709,0.4800112989,0.0318615153,0.6107135596,0.5788520443,3,independent_mass_and_radius
TOI-198 b,TOI-198,False,1.36,0.13,-0.13,3.17,measured,True,catalogue class is an independent measured mass,0,105,MODEL-INFERRED,True,unavailable_assumed_zero,,0.7556037948,4.026839732,1.9,False,0.99925,0.749311984,0.250688016,0.2844633475,0.4648486365,1,0.4553196697,0.3719325165,0.4798710397,0.4553196697,0.7556037948,0.3002841251,3,independent_mass_and_radius
G 9-40 b,G 9-40,False,1.9,0.065,-0.065,4,measured,True,catalogue class is an independent measured mass,0,106,MODEL-INFERRED,True,unavailable_assumed_zero,,0.1875360555,6.219327768,1.9,False,1,0,1,0,0,1,0.2642977934,0.05878880314,0.3814052628,0,0.2642977934,0.2642977934,3,independent_mass_and_radius
TOI-1470 c,TOI-1470,False,2.47,0.02,-0.02,7.24,measured,True,catalogue class is an independent measured mass,0,107,MODEL-INFERRED,True,unavailable_assumed_zero,,0.01280385329,8.747215042,1.9,False,0.5865,0,1,0,0,0.99775,0.1525758014,0.05226007095,0.2661053739,0,0.1525758014,0.1525758014,3,independent_mass_and_radius
TOI-244 b,TOI-244,False,1.52,0.12,-0.12,2.68,measured,True,catalogue class is an independent measured mass,0,108,MODEL-INFERRED,True,unavailable_assumed_zero,,0.5879968418,4.653293313,1.9,False,1,0.15975,0.84025,0.13125,0.0285,1,0.4437238128,0.3303878904,0.4751934346,0.15975,0.5879968418,0.4282468418,3,independent_mass_and_radius
Venus,Sun,True,0.9499,,,0.815,measured,True,catalogue class is an independent measured mass,0,,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9626910753,2.525486307,1.9,False,0,,,,,1,0.7230524045,0.9244039565,0.6162249553,0.7230524045,0.9626910753,0.2396386708,2,independent_mass_and_radius
TOI-1231 b,TOI-1231,False,3.65,0.16,-0.15,15.4,measured,True,catalogue class is an independent measured mass,0,109,MODEL-INFERRED,True,unavailable_assumed_zero,,4.72398509e-05,14.53263908,1.9,False,0.0115,,,,,0.98425,0.01345639001,0.0001475089811,0.08648168641,4.72398509e-05,0.01345639001,0.01340915015,2,independent_mass_and_radius
TOI-7166 b,TOI-7166,False,2.01,0.06,-0.05,4.7,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.005,110,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1148943096,6.691425373,1.9,False,0,,,,,0,,,,0.1148943096,0.1148943096,,1,radius_only_baseline
Kepler-20 d,Kepler-20,False,2.606,0.053,-0.039,13.4,measured,True,catalogue class is an independent measured mass,0,111,MODEL-INFERRED,True,unavailable_assumed_zero,,0.006454383188,9.378437725,1.9,False,0.06,,,,,0.99925,0.4361355102,0.3686260725,0.4640408594,0.006454383188,0.4361355102,0.429681127,2,independent_mass_and_radius
Kepler-1606 b,Kepler-1606,False,2.07,0.23,-0.15,4.94,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,112,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1014284369,6.952247318,1.9,False,0,,,,,0,,,,0.1014284369,0.1014284369,,1,radius_only_baseline
Kepler-1540 b,Kepler-1540,False,2.49,0.19,-0.14,6.76,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.9995,113,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01417372198,8.839402613,1.9,False,0,,,,,0,,,,0.01417372198,0.01417372198,,1,radius_only_baseline
YZ Cet c,YZ Cet,False,1.05,,,1.14,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,114,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9399133498,2.876801212,1.9,False,0,,,,,0,,,,0.9399133498,0.9399133498,,1,radius_only_baseline
Kepler-54 c,Kepler-54,False,1.23,,,0.7,measured,True,catalogue class is an independent measured mass,0,115,MODEL-INFERRED,True,unavailable_assumed_zero,,0.864127103,3.533787328,1.9,False,0.1135,,,,,1,0.700704938,0.4407050811,0.6278151222,0.700704938,0.864127103,0.163422165,2,independent_mass_and_radius
GJ 357 b,GJ 357,False,1.2,0.06,-0.06,1.83,measured,True,catalogue class is an independent measured mass,0,116,MODEL-INFERRED,True,unavailable_assumed_zero,,0.8781547218,3.422152698,1.9,False,0.9975,0.7679197995,0.2320802005,0.4446115288,0.3233082707,1,0.5298259716,0.5506850923,0.5160004299,0.5298259716,0.8781547218,0.3483287503,3,independent_mass_and_radius
Kepler-296 e,Kepler-296,False,1.53,0.27,-0.25,2.96,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.00575,117,MODEL-INFERRED,False,unavailable_assumed_zero,,0.5645852444,4.693130431,1.9,False,0,,,,,0,,,,0.5645852444,0.5645852444,,1,radius_only_baseline
L 98-59 c,L 98-59,False,1.329,0.029,-0.029,2,measured,True,catalogue class is an independent measured mass,0,118,MODEL-INFERRED,True,unavailable_assumed_zero,,0.794137433,3.907925172,1.9,False,1,0.14925,0.85075,0.149,0.00025,1,0.5464852589,0.5998452965,0.5237270743,0.14925,0.794137433,0.644887433,3,independent_mass_and_radius
GJ 251 b,GJ 251,False,1.79,,,3.85,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,119,MODEL-INFERRED,False,unavailable_assumed_zero,,0.278884822,5.755362787,1.9,False,0,,,,,0,,,,0.278884822,0.278884822,,1,radius_only_baseline
Kepler-725 c,Kepler-725,False,3.08,,,9.7,measured,True,catalogue class is an independent measured mass,0.01825,120,MODEL-INFERRED,True,unavailable_assumed_zero,,0.0006108793594,11.65412564,1.9,False,0.2405,,,,,1,0.02649336399,0.0008277154337,0.1191452474,0.0006108793594,0.02649336399,0.02588248463,2,independent_mass_and_radius
TOI-6002 b,TOI-6002,False,1.65,0.22,-0.19,3.36,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.01575,121,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4433310932,5.177175552,1.9,False,0,,,,,0,,,,0.4433310932,0.4433310932,,1,radius_only_baseline
GJ 3323 b,GJ 3323,False,1.23,,,2.02,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,122,MODEL-INFERRED,False,unavailable_assumed_zero,,0.864127103,3.533787328,1.9,False,0,,,,,0,,,,0.864127103,0.864127103,,1,radius_only_baseline
LTT 1445 A c,LTT 1445 A,False,1.147,0.055,-0.054,1.54,measured,True,catalogue class is an independent measured mass,0,123,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9033169901,3.226979507,1.9,False,0.99725,0.7861619453,0.2138380547,0.5184256706,0.2677362748,1,0.5626942593,0.633820475,0.5321124432,0.5626942593,0.9033169901,0.3406227308,3,independent_mass_and_radius
GJ 3998 d,GJ 3998,False,2.34,,,6.07,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.05225,124,MODEL-INFERRED,False,unavailable_assumed_zero,,0.02412702142,8.153505693,1.9,False,0,,,,,0,,,,0.02412702142,0.02412702142,,1,radius_only_baseline
Kepler-411 d,Kepler-411,False,3.319,0.104,-0.104,15.2,measured,True,catalogue class is an independent measured mass,0,125,MODEL-INFERRED,True,unavailable_assumed_zero,,0.0002085714469,12.84319842,1.9,False,0.08075,,,,,0.9765,0.07285765738,0.01063507311,0.1769240432,0.0002085714469,0.07285765738,0.07264908593,2,independent_mass_and_radius
L 98-59 d,L 98-59,False,1.627,0.041,-0.041,1.64,measured,True,catalogue class is an independent measured mass,0,126,MODEL-INFERRED,True,unavailable_assumed_zero,,0.4669558678,5.083555659,1.9,False,1,0,1,0,0,1,0.2250175169,0.004955287311,0.3750112379,0,0.4669558678,0.4669558678,3,independent_mass_and_radius
TOI-771 c,TOI-771,False,1.5,,,2.87,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.00125,127,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6224593312,4.573855089,1.9,False,0,,,,,0,,,,0.6224593312,0.6224593312,,1,radius_only_baseline
Kepler-1649 b,Kepler-1649,False,1.017,0.051,-0.051,1.03,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,128,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9470124585,2.759821559,1.9,False,0,,,,,0,,,,0.9470124585,0.9470124585,,1,radius_only_baseline
GJ 3988 b,GJ 3988,False,1.74,,,3.69,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,129,MODEL-INFERRED,False,unavailable_assumed_zero,,0.3318122278,5.547250614,1.9,False,0,,,,,0,,,,0.3318122278,0.3318122278,,1,radius_only_baseline
Kepler-1455 b,Kepler-1455,False,2.16,0.15,-0.16,5.31,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,130,MODEL-INFERRED,False,unavailable_assumed_zero,,0.07438686971,7.347737636,1.9,False,0,,,,,0,,,,0.07438686971,0.07438686971,,1,radius_only_baseline
K2-72 c,K2-72,False,1.16,0.13,-0.13,1.65,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,131,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8857655512,3.274606731,1.9,False,0,,,,,0,,,,0.8857655512,0.8857655512,,1,radius_only_baseline
GJ 163 c,GJ 163,False,2.5,,,6.8,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,132,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01098694263,8.885579879,1.9,False,0,,,,,0,,,,0.01098694263,0.01098694263,,1,radius_only_baseline
HD 136352 d,HD 136352,False,2.562,0.088,-0.079,8.82,measured,True,catalogue class is an independent measured mass,0,133,MODEL-INFERRED,True,unavailable_assumed_zero,,0.008613493064,9.173110544,1.9,False,0.17875,,,,,1,0.1413315874,0.008861790528,0.2919315255,0.008613493064,0.1413315874,0.1327180943,2,independent_mass_and_radius
Barnard e,Barnard's star,False,0.637,,,0.193,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,134,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9919579764,1.502259732,1.9,False,0,,,,,0,,,,0.9919579764,0.9919579764,,1,radius_only_baseline
Gl 725 A b,Gl 725 A,False,1.48,,,2.78,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,135,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6456563062,4.49473399,1.9,False,0,,,,,0,,,,0.6456563062,0.6456563062,,1,radius_only_baseline
K2-263 b,K2-263,False,2.513,0.11,-0.095,15.4,measured,True,catalogue class is an independent measured mass,0,136,MODEL-INFERRED,True,unavailable_assumed_zero,,0.01129885343,8.945693194,1.9,False,0.0015,,,,,1,0.6484155898,0.7085132174,0.5854507088,0.01129885343,0.6484155898,0.6371167363,2,independent_mass_and_radius
GJ 15 A b,GJ 15 A,False,1.55,,,3.03,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.00125,137,MODEL-INFERRED,False,unavailable_assumed_zero,,0.5621765009,4.773038877,1.9,False,0,,,,,0,,,,0.5621765009,0.5621765009,,1,radius_only_baseline
GJ 3929 c,GJ 3929,False,2.26,,,5.71,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,138,MODEL-INFERRED,False,unavailable_assumed_zero,,0.03557118927,7.793001055,1.9,False,0,,,,,0,,,,0.03557118927,0.03557118927,,1,radius_only_baseline
HD 40307 g,HD 40307,False,2.56,,,7.1,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.9955,140,MODEL-INFERRED,False,unavailable_assumed_zero,,0.008162571153,9.163802467,1.9,False,0,,,,,0,,,,0.008162571153,0.008162571153,,1,radius_only_baseline
TOI-1266 b,TOI-1266,False,2.52,0.08,-0.08,4.46,measured,True,catalogue class is an independent measured mass,0,141,MODEL-INFERRED,True,unavailable_assumed_zero,,0.01072387471,8.978100596,1.9,False,1,0,1,0,0,1,0.01033319717,3.409025192e-06,0.09802411343,0,0.01072387471,0.01072387471,3,independent_mass_and_radius
HD 23472 c,HD 23472,False,1.87,0.12,-0.11,3.41,measured,True,catalogue class is an independent measured mass,0,142,MODEL-INFERRED,True,unavailable_assumed_zero,,0.2153100751,6.091971356,1.9,False,0.998,0.005260521042,0.994739479,0.004509018036,0.000751503006,1,0.225658155,0.06573300572,0.3488758122,0.005260521042,0.225658155,0.2203976339,3,independent_mass_and_radius
GJ 536 c,GJ 536,False,2.3,,,5.89,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,143,MODEL-INFERRED,False,unavailable_assumed_zero,,0.02931223075,7.972783132,1.9,False,0,,,,,0,,,,0.02931223075,0.02931223075,,1,radius_only_baseline
