pl_name,spec_type,authors,reference_url,num_datapoints,instrument,facility,minwavelng,maxwavelng,mintranmid,maxtranmid,note,bibcode,spec_path
GJ 3090 b,Transmission,Ahrer et al. 2025,,56,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.9149,5.1687,2460158.5,2460158.5,exoTEDRF reduction; Visit 1; Figure 4,2025ApJ...985L..10A,31/93/93/94/GJ_3090_b_3.13217_5885_3.tbl
GJ 3090 b,Transmission,Ahrer et al. 2025,,61,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7765,5.1797,2460158.5,2460158.5,Eureka! reduction; Visit 1,2025ApJ...985L..10A,61/05/46/78/GJ_3090_b_3.13217_5885_4.tbl
GJ 3090 b,Transmission,Ahrer et al. 2025,,70,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6123,2.8269,2460495.5,2460495.5,NIRISS/SOSS; exoTEDRF reduction; Visit 2; Figure 3,2025ApJ...985L..10A,55/38/63/47/GJ_3090_b_3.13217_5885_5.tbl
GJ 3090 b,Transmission,Ahrer et al. 2025,,82,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6069,2.8266,2960495.5,2960495.5,NIRISS/SOSS; NAMELESS reduction; Visit 2,2025ApJ...985L..10A,09/39/14/90/GJ_3090_b_3.13217_5885_6.tbl
GJ 3090 b,Transmission,Ahrer et al. 2025,,56,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.9147,5.1676,2460189.5,2460189.5,exoTEDRF reduction; Visit 2; Figure 4,2025ApJ...985L..10A,42/68/82/69/GJ_3090_b_3.13217_5885_7.tbl
GJ 3090 b,Transmission,Ahrer et al. 2025,,61,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7765,5.1797,2460189.5,2460189.5,Eureka! reduction; Visit 2,2025ApJ...985L..10A,92/35/56/78/GJ_3090_b_3.13217_5885_8.tbl
HAT-P-14 b,Transmission,Liu et al. 2025,,137,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6035,2.7591,2459738.962267,2459738.962267,SOSS order combined; Figure 8,2025AJ....169..335L,04/00/36/66/HAT_P_14_b_3.10996_5886_1.tbl
HAT-P-14 b,Transmission,Liu et al. 2025,,63,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7374,5.1328,2459730.206739,2459730.206739,NRS1 & NRS2 combined; Figure 8,2025AJ....169..335L,08/31/52/21/HAT_P_14_b_3.10996_5886_2.tbl
HR 8799 c,Direct Imaging,Ruffio et al. 2026,,2222,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.859,4.1028,2460154.5,2460154.5,Figure 2; spectra are high-pass filtered; NRS1,2026NatAs..10..511R,99/49/84/47/HR_8799_c_3.11391_5887_1.tbl
HR 8799 c,Direct Imaging,Ruffio et al. 2026,,2142,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.081,5.28,2460154.5,2460154.5,Figure 2; spectra are high-pass filtered; NRS2,2026NatAs..10..511R,12/19/20/04/HR_8799_c_3.11391_5887_2.tbl
HR 8799 d,Direct Imaging,Ruffio et al. 2026,,2222,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.859,4.1028,2460154.5,2460154.5,Figure 2; spectra are high-pass filtered; NRS1,2026NatAs..10..511R,59/26/27/26/HR_8799_d_3.11392_5887_3.tbl
HR 8799 d,Direct Imaging,Ruffio et al. 2026,,2142,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.081,5.28,2460154.5,2460154.5,Figure 2; spectra are high-pass filtered; NRS2,2026NatAs..10..511R,85/45/03/02/HR_8799_d_3.11392_5887_4.tbl
HR 8799 e,Direct Imaging,Ruffio et al. 2026,,2222,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.859,4.1028,2460154.5,2460154.5,Figure 2; spectra are high-pass filtered; NRS1,2026NatAs..10..511R,85/13/03/49/HR_8799_e_3.11393_5887_5.tbl
HR 8799 e,Direct Imaging,Ruffio et al. 2026,,2142,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.081,5.28,2460154.5,2460154.5,Figure 2; spectra are high-pass filtered; NRS2,2026NatAs..10..511R,41/92/98/79/HR_8799_e_3.11393_5887_6.tbl
2MASS J01033563-5515561 AB b,Direct Imaging,M&acirc;lin et al. 2025,,10920,Mid-Infrared Instrument (MIRI) - MRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.9004,24.485,,,Figure 2; Circumplanetary disk features present,2025A&A...704A.181M,98/85/23/58/Delorme_1_AB_b_3.12580_5933_1.tbl
TYC 8998-760-1 b,Direct Imaging,Hoch et al. 2025,,240,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.0646,11.986,,,Figure 1; Circumplanetary disk features present,2025Natur.643..938H,38/23/69/60/YSES_1_b_3.12512_5932_1.tbl
TYC 8998-760-1 c,Direct Imaging,Hoch et al. 2025,,240,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.0646,11.986,,,Figure 1,2025Natur.643..938H,50/71/12/44/YSES_1_c_3.12559_5932_2.tbl
TYC 8998-760-1 b,Direct Imaging,Hoch et al. 2025,,941,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6025,5.3025,,,Figure 1,2025Natur.643..938H,25/92/75/38/YSES_1_b_3.12512_5932_3.tbl
TYC 8998-760-1 c,Direct Imaging,Hoch et al. 2025,,941,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6025,5.3025,,,Figure 1,2025Natur.643..938H,92/15/77/97/YSES_1_c_3.12559_5932_4.tbl
HD 145675 c,Direct Imaging,Bardalez Gagliuffi et al. 2025,,2,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,1.991,4.432,2460449.272049,2460449.272049,Data from Section 2.2; F200W and F444W filters; date is start time,2025ApJ...988L..18B,83/94/38/60/14_Her_c_3.12723_5946_1.tbl
TOI-1685 b,Transmission,Fisher et al. 2026,,53,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.9101,5.1049,,,Eureka!; Figure 6,2026MNRAS.545f2187F,30/92/15/94/TOI_1685_b_3.12738_5947_1.tbl
TOI-1685 b,Transmission,Fisher et al. 2026,,53,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.9101,5.1049,,,transitspectroscopy; Figure 6,2026MNRAS.545f2187F,21/41/46/34/TOI_1685_b_3.12738_5947_2.tbl
TOI-1685 b,Transmission,Fisher et al. 2026,,53,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.9101,5.1049,,,merlin; Figure 6,2026MNRAS.545f2187F,94/46/41/85/TOI_1685_b_3.12738_5947_3.tbl
LTT 3780 c,Transmission,Rigby et al. 2025,,1018,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8527,2.8262,2460421.441727,2460421.441727,"Figure 2, SOSS",2025ApJ...995L..70R,22/07/32/14/TOI_732_c_3.12529_5941_3.tbl
LTT 3780 c,Transmission,Rigby et al. 2025,,29,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.777,11.7932,2460654.235275,2460654.235275,"Figure 4, JexoPipe pipeline",2025ApJ...995L..70R,46/26/39/65/TOI_732_c_3.12529_5941_1.tbl
LTT 3780 c,Transmission,Rigby et al. 2025,,29,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.777,11.7932,2460654.2354,2460654.2354,"Figure 4, JexoRes pipeline",2025ApJ...995L..70R,65/90/15/73/TOI_732_c_3.12529_5941_2.tbl
LTT 3780 c,Transmission,Rigby et al. 2025,,695,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7423,3.7138,2460458.198845,2460458.198845,"Figure 2, NRS1",2025ApJ...995L..70R,68/93/16/79/TOI_732_c_3.12529_5941_4.tbl
LTT 3780 c,Transmission,Rigby et al. 2025,,980,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.8242,5.1721,2460458.198845,2460458.198845,"Figure 2, NRS2",2025ApJ...995L..70R,37/47/53/19/TOI_732_c_3.12529_5941_5.tbl
TOI-270 d,Transmission,Holmberg &amp; Madhusudhan 2024,,34,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7671,5.1275,2460221.80143,2460221.80143,"Constant Limb Darkening, low resolution",2024A&A...683L...2H,00/08/96/61/TOI_270_d_3.12406_5949_1.tbl
TOI-270 d,Transmission,Holmberg &amp; Madhusudhan 2024,,3393,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.742,5.174,2460221.80143,2460221.80143,"Constant Limb Darkening, native resolution",2024A&A...683L...2H,31/22/86/47/TOI_270_d_3.12406_5949_2.tbl
TOI-270 d,Transmission,Holmberg &amp; Madhusudhan 2024,,34,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7671,5.1275,2460221.80143,2460221.80143,"Dual transit, low resolution",2024A&A...683L...2H,84/84/25/74/TOI_270_d_3.12406_5949_3.tbl
TOI-270 d,Transmission,Holmberg &amp; Madhusudhan 2024,,3394,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.742,5.174,2460221.80143,2460221.80143,"Dual transit, native resolution",2024A&A...683L...2H,67/70/19/39/TOI_270_d_3.12406_5949_4.tbl
TOI-270 d,Transmission,Holmberg &amp; Madhusudhan 2024,,34,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7671,5.1275,2460221.80143,2460221.80143,Low resolution,2024A&A...683L...2H,23/30/84/84/TOI_270_d_3.12406_5949_5.tbl
TOI-270 d,Transmission,Holmberg &amp; Madhusudhan 2024,,3393,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.742,5.174,2460221.80143,2460221.80143,Native resolution,2024A&A...683L...2H,21/33/33/63/TOI_270_d_3.12406_5949_6.tbl
WASP-80 b,Eclipse,Morel et al. 2025,,28,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.7169,2.7708,2460243.873787,2460243.873787,"SOSS, figure 3",2025AJ....169..277M,87/74/64/56/WASP_80_b_3.11585_5950_1.tbl
WASP-166 b,Transmission,Mayo et al. 2025,,62,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8093,5.1345,2460326.2213,2460326.2213,R=100,2025AJ....170...50M,06/12/08/35/WASP_166_b_3.12399_5951_3.tbl
WASP-166 b,Transmission,Mayo et al. 2025,,110,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.858,2.8167,2460309.890933,2460309.890933,SOSS; Constant Width bins,2025AJ....170...50M,16/86/90/81/WASP_166_b_3.12399_5951_2.tbl
WASP-166 b,Transmission,Mayo et al. 2025,,119,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8534,2.8154,2460309.890933,2460309.890933,SOSS; R=100,2025AJ....170...50M,38/58/06/44/WASP_166_b_3.12399_5951_1.tbl
WASP-166 b,Transmission,Mayo et al. 2025,,132,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8094,5.164,2460326.2213,2460326.2213,Constant Width bins,2025AJ....170...50M,67/60/20/08/WASP_166_b_3.12399_5951_4.tbl
Kepler-51 d,Transmission,Libby-Roberts et al. 2026,,408,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6015,5.2965,2460121.347283,2460121.347283,"Table 2, Eureka!, native binning",2026AJ....171..221L,12/24/43/29/Kepler_51_d_3.2966_5961_1.tbl
HR 8799 b,Direct Imaging,Xuan et al. 2026,,2222,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.859,4.1028,2460502.5,2460502.5,NRS1; spectra are high-pass filtered,2026ApJ..1000...27X,83/37/38/97/HR_8799_b_3.11390_5962_1.tbl
HR 8799 b,Direct Imaging,Xuan et al. 2026,,2142,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.081,5.28,2460502.5,2460502.5,NRS2; spectra are high-pass filtered,2026ApJ..1000...27X,17/53/54/68/HR_8799_b_3.11390_5962_2.tbl
HR 8799 c,Direct Imaging,Xuan et al. 2026,,2222,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.859,4.1028,2460502.5,2460502.5,NRS1; spectra are high-pass filtered,2026ApJ..1000...27X,61/64/92/29/HR_8799_c_3.11391_5962_3.tbl
HR 8799 c,Direct Imaging,Xuan et al. 2026,,2142,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.081,5.28,2460502.5,2460502.5,NRS2; spectra are high-pass filtered,2026ApJ..1000...27X,45/51/63/13/HR_8799_c_3.11391_5962_4.tbl
HR 8799 d,Direct Imaging,Xuan et al. 2026,,2222,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.859,4.1028,2460502.5,2460502.5,NRS1; spectra are high-pass filtered,2026ApJ..1000...27X,20/12/85/00/HR_8799_d_3.11392_5962_5.tbl
HR 8799 d,Direct Imaging,Xuan et al. 2026,,2142,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.081,5.28,2460502.5,2460502.5,NRS2; spectra are high-pass filtered,2026ApJ..1000...27X,67/62/25/28/HR_8799_d_3.11392_5962_6.tbl
HR 8799 e,Direct Imaging,Xuan et al. 2026,,2222,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.859,4.1028,2460502.5,2460502.5,NRS1; spectra are high-pass filtered,2026ApJ..1000...27X,92/28/94/39/HR_8799_e_3.11393_5962_7.tbl
HR 8799 e,Direct Imaging,Xuan et al. 2026,,2142,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.081,5.28,2460502.5,2460502.5,NRS2; spectra are high-pass filtered,2026ApJ..1000...27X,79/20/99/08/HR_8799_e_3.11393_5962_8.tbl
LP 791-18 c,Transmission,Roy et al. 2026,,40,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6925,5.1217,2460113.341144,2460113.341144,Figure 2; R=25; Eureka! reduction,2026NatAs..10..371R,75/17/03/70/LP_791_18_c_3.12458_5963_1.tbl
TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,,470,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.5215,5.5822,,,Eureka! reduction; coadded spectrum; figure 2.5,2026AJ....171..260C,17/68/59/71/TOI_5205_b_3.17776_5968_1.tbl
TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,,470,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.5224,5.5843,,,ExoTiC-JEDI reduction; coadded spectrum; figure 2.4,2026AJ....171..260C,10/79/44/89/TOI_5205_b_3.17776_5968_2.tbl
TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,,470,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.5202,5.5793,2460227.5,2460227.5,Eureka! reduction; visit 1; figure 2.1,2026AJ....171..260C,55/15/26/52/TOI_5205_b_3.17776_5968_3.tbl
TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,,470,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.5218,5.5828,2460227.5,2460227.5,ExoTiC-JEDI reduction; visit 1; figure 2.1,2026AJ....171..260C,86/72/24/68/TOI_5205_b_3.17776_5968_4.tbl
TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,,470,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.5212,5.5816,2460228.5,2460228.5,Eureka! reduction; visit 2; figure 2.2,2026AJ....171..260C,27/13/91/38/TOI_5205_b_3.17776_5968_5.tbl
TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,,470,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.5227,5.5851,2460228.5,2460228.5,ExoTiC-JEDI reduction; visit 2; figure 2.2,2026AJ....171..260C,85/30/33/17/TOI_5205_b_3.17776_5968_6.tbl
TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,,470,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.5229,5.5857,2460230.5,2460230.5,Eureka! reduction; visit 3; figure 2.3,2026AJ....171..260C,54/23/92/23/TOI_5205_b_3.17776_5968_7.tbl
TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,,470,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.5227,5.5851,2460230.5,2460230.5,ExoTiC-JEDI reduction; visit 3; figure 2.3,2026AJ....171..260C,22/72/02/16/TOI_5205_b_3.17776_5968_8.tbl
GJ 3473 b,Eclipse,Holmberg et al. 2026,,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,,,F1500W bandpass; Figure 5,2026AJ....171..251H,06/34/35/34/GJ_3473_b_3.12612_5969_1.tbl
eps Ind A b,Direct Imaging,Matthews et al. 2026,,3,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,15.5,2460805.5,2460805.5,"Table 2, Adopted Flux values",2026arXiv260308780M,00/39/78/89/eps_Ind_A_b_3.12456_5978_1.tbl
AF Lep b,Direct Imaging,De Rosa et al. 2023,,27,SPHERE - IFS and IRDIS,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,1.239,2.253,2459872.5,2459872.5,Table 6,2023A&A...672A..94D,89/68/34/60/AF_Lep_b_3.18764_5101_1.tbl
AF Lep b,Direct Imaging,Mesa et al. 2023,,36,SPHERE - IFS and IRDIS,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,0.941,2.251,2459868.5,2459868.5,Figure 4,2023A&A...672A..93M,30/36/80/38/AF_Lep_b_3.18764_5100_1.tbl
HD 86226 c,Transmission,Kahle et al. 2025,,27,Wide Field Camera 3,Hubble Space Telescope satellite,1.13,1.65,,,"G141 grism, figure 6, Eureka! reduction",2025A&A...701A.184K,77/83/07/56/HD_86226_c_3.12569_5977_1.tbl
HD 86226 c,Transmission,Kahle et al. 2025,,21,Wide Field Camera 3,Hubble Space Telescope satellite,1.133,1.637,,,"G141 grism, figure 6, PACMAN reduction",2025A&A...701A.184K,36/49/84/11/HD_86226_c_3.12569_5977_2.tbl
kap And b,Direct Imaging,Godoy et al. 2025,,3,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,15.5,2460206.5,2460206.5,Table 4,2025A&A...702A...4G,46/20/64/48/Kappa_And_b_3.11572_5987_1.tbl
WASP-96 b,Transmission,Wang et al. 2026,,278,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.606,2.824,2459751.5,2459751.5,"SOSS, Figure 5",2026AJ....171..147W,21/55/10/87/WASP_96_b_3.11667_5995_1.tbl
BD+60 1417 b,Direct Imaging,Faherty et al. 2021,,811,SpeX Prism,Infrared Telescope Facility,0.6861,2.5394,2459218.5,2459218.5,Figure 2; Combined spectrum from 2 epochs.,2021ApJ...923...48F,12/32/75/74/TIC_159527171_b_3.13030_4875_1.tbl
Kepler-51 b,Transmission,Libby-Roberts et al. 2020,,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.164,1.613,2457295.03189,2457295.03189,"Visit 1, Table 4",2020AJ....159...57L,56/96/64/57/Kepler_51_b_3.362_4859_1.tbl
Kepler-51 b,Transmission,Libby-Roberts et al. 2020,,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.164,1.613,2457565.95248,2457565.95248,"Visit 2, Table 4",2020AJ....159...57L,12/33/18/46/Kepler_51_b_3.362_4859_2.tbl
Kepler-51 d,Transmission,Libby-Roberts et al. 2020,,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.164,1.613,2457388.20063,2457388.20063,"Visit 1, Table 5",2020AJ....159...57L,37/20/48/02/Kepler_51_d_3.2966_4859_3.tbl
Kepler-51 d,Transmission,Libby-Roberts et al. 2020,,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.164,1.613,2457778.75336,2457778.75336,"Visit 2, Table 5",2020AJ....159...57L,62/45/28/79/Kepler_51_d_3.2966_4859_4.tbl
HD 97658 b,Transmission,Guo et al. 2020,,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.132,1.641,,,"Table 3, Logarithmic trend, averaged over four visits",2020AJ....159..239G,87/27/68/80/HD_97658_b_3.11371_5996_1.tbl
L 98-59 b,Transmission,Zhou et al. 2022,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6294,,,"Table 2, Visit 1",2022AJ....164..203Z,00/01/16/47/L98_59_b_3.12372_5988_1.tbl
L 98-59 b,Transmission,Zhou et al. 2022,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6294,,,"Table 2, Visit 2",2022AJ....164..203Z,34/24/31/13/L98_59_b_3.12372_5988_2.tbl
L 98-59 b,Transmission,Zhou et al. 2022,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6294,,,"Table 2, Visit 3",2022AJ....164..203Z,78/87/14/18/L98_59_b_3.12372_5988_3.tbl
L 98-59 b,Transmission,Zhou et al. 2022,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6294,,,"Table 2, Visit 4",2022AJ....164..203Z,00/94/72/35/L98_59_b_3.12372_5988_4.tbl
L 98-59 b,Transmission,Zhou et al. 2022,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6294,,,"Table 2, Visit 5",2022AJ....164..203Z,57/93/01/93/L98_59_b_3.12372_5988_5.tbl
L 98-59 b,Transmission,Zhou et al. 2022,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6294,,,"Table 2, Weighted Average",2022AJ....164..203Z,41/58/67/76/L98_59_b_3.12372_5988_6.tbl
HD 97658 b,Transmission,Guo et al. 2020,,10,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.553,0.992,2457149.4191,2457149.4191,"Table 4, Observation 1",2020AJ....159..239G,73/81/83/11/HD_97658_b_3.11371_5996_2.tbl
HD 97658 b,Transmission,Guo et al. 2020,,10,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.553,0.992,2457196.8642,2457196.8642,"Table 4, Observation 2",2020AJ....159..239G,73/00/24/95/HD_97658_b_3.11371_5996_3.tbl
HD 97658 b,Transmission,Guo et al. 2020,,10,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.553,0.992,2457206.3537,2457206.3537,"Table 4, Observation 3",2020AJ....159..239G,84/44/11/34/HD_97658_b_3.11371_5996_4.tbl
LTT 1445 A b,Transmission,Bennett et al. 2025,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1355,1.6395,,,G141; Figure 8,2025AJ....169..111B,24/78/86/68/LTT_1445_A_b_3.12411_5999_1.tbl
LTT 1445 A b,Transmission,Bennett et al. 2025,,11,Wide Field Camera 3,Hubble Space Telescope satellite,0.3995,0.9648,,,G280; 3 visit average; Figure 8,2025AJ....169..111B,28/70/46/14/LTT_1445_A_b_3.12411_5999_2.tbl
HD 106315 c,Transmission,Kreidberg et al. 2022,,21,Wide Field Camera 3,Hubble Space Telescope satellite,1.138,1.638,2458455.5,2458455.5,Table 1,2022AJ....164..124K,75/03/63/68/HD_106315_c_3.11995_6000_1.tbl
HD 106315 c,Transmission,Kreidberg et al. 2022,,1,Kepler CCD Array,The Kepler Mission,0.66,0.66,2457611.132,2457611.132,Table 1,2022AJ....164..124K,48/49/12/24/HD_106315_c_3.11995_6000_2.tbl
HD 106315 c,Transmission,Kreidberg et al. 2022,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2457863.8079,2457863.8079,Table 1,2022AJ....164..124K,89/75/15/93/HD_106315_c_3.11995_6000_3.tbl
HAT-P-44 b,Transmission,Claringbold et al. 2026,,20,ACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,0.505,0.864,2458560.5,2458560.5,Figure 9; night 2,2026MNRAS.547ag384C,98/38/78/48/HAT_P_44_b_3.11676_6004_2.tbl
HD 97658 b,Transmission,Guo et al. 2020,,11,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2456864.73938,2457481.54364,Table 5,2020AJ....159..239G,09/71/36/09/HD_97658_b_3.11371_5996_5.tbl
HIP 41378 b,Transmission,Brande et al. 2024,,10,Wide Field Camera 3,Hubble Space Telescope satellite,1.175,1.625,,,G141 grism; Table 4,2024ApJ...961L..23B,97/26/76/77/HIP_41378_b_3.11908_6001_1.tbl
HAT-P-41 b,Transmission,Sheppard et al. 2021,,30,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.32,0.566,2458000.5,2458000.5,Table 6; G430L grism; R~500; visit 83 and 84,2021AJ....161...51S,79/32/39/05/HAT_P_41_b_3.11534_6003_1.tbl
HAT-P-41 b,Transmission,Sheppard et al. 2021,,17,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.541,0.907,2458280.5,2458280.5,Table 6; G750L grism; R~500; visit 85,2021AJ....161...51S,17/59/28/25/HAT_P_41_b_3.11534_6003_2.tbl
