pl_name,spec_type,authors,reference_url,num_datapoints,instrument,facility,minwavelng,maxwavelng,mintranmid,maxtranmid,note,bibcode,spec_path
HAT-P-41 b,Transmission,Sheppard et al. 2021,,29,Wide Field Camera 3,Hubble Space Telescope satellite,1.132,1.652,2457677.5,2457677.5,Table 6; G141 prism; R~150,2021AJ....161...51S,19/11/96/10/HAT_P_41_b_3.11534_6003_3.tbl
HAT-P-41 b,Transmission,Sheppard et al. 2021,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 6,2021AJ....161...51S,75/69/13/87/HAT_P_41_b_3.11534_6003_4.tbl
HAT-P-44 b,Transmission,Claringbold et al. 2026,,20,ACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,0.505,0.864,2458203.5,2458203.5,Figure 9; night 1,2026MNRAS.547ag384C,23/44/70/62/HAT_P_44_b_3.11676_6004_1.tbl
TOI-824 b,Eclipse,Roy et al. 2022,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.55,4.49,2458809.5,2458809.5,"Eclipse Depths taken from abstract, wavelength and observation date from Table 1",2022ApJ...941...89R,27/02/93/55/TOI_824_b_3.12602_6002_1.tbl
NGTS-2 b,Transmission,Fairman et al. 2026,,61,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7767,5.1641,2460501.889218,2460501.889218,ExoTiC-JEDI reduction; R~100; figure 3,2026MNRAS.548ag528F,67/88/65/23/NGTS_2_b_3.12216_6018_1.tbl
NGTS-2 b,Transmission,Fairman et al. 2026,,239,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.773,5.1663,2460501.889218,2460501.889218,ExoTiC-JEDI reduction; R~400; figure 3,2026MNRAS.548ag528F,30/22/97/43/NGTS_2_b_3.12216_6018_2.tbl
NGTS-2 b,Transmission,Fairman et al. 2026,,61,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7765,5.1797,2460501.88923,2460501.88923,Tiberius reduction; R~100; figure 3,2026MNRAS.548ag528F,92/01/66/78/NGTS_2_b_3.12216_6018_3.tbl
NGTS-2 b,Transmission,Fairman et al. 2026,,241,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7662,5.1661,2460501.88923,2460501.88923,Tiberius reduction; R~400; figure 3,2026MNRAS.548ag528F,78/69/91/42/NGTS_2_b_3.12216_6018_4.tbl
LTT 9779 b,Eclipse,Dragomir et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458541.53906,2458562.13302,Table 2; global ch1 & ch2,2020ApJ...903L...6D,85/85/05/29/LTT_9779_b_3.12596_6011_1.tbl
LTT 9779 b,Transmission,Crossfield et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458781.13997,2458783.51684,Table 2,2020ApJ...903L...7C,67/76/08/52/LTT_9779_b_3.12596_6019_1.tbl
WASP-127 b,Transmission,Spake et al. 2021,,15,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.3299,0.5634,2458293.2528,2458293.2528,G430L; Table 4; Figure 10,2021MNRAS.500.4042S,65/51/75/31/WASP_127_b_3.11973_6012_1.tbl
WASP-127 b,Transmission,Spake et al. 2021,,20,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.555,0.9613,2458293.2528,2458293.2528,G750L; Table 5; Figure 10,2021MNRAS.500.4042S,37/77/08/47/WASP_127_b_3.11973_6012_2.tbl
WASP-127 b,Transmission,Spake et al. 2021,,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.1317,1.6303,2458293.2528,2458293.2528,G141; Table 6; Figure 10,2021MNRAS.500.4042S,54/70/32/65/WASP_127_b_3.11973_6012_3.tbl
KELT-20 b,Transmission,Chachan et al. 2025,,30,Wide Field Camera 3,Hubble Space Telescope satellite,0.815,1.655,,,Table 2; G102 & G141 combined,2025AJ....170..234C,97/27/05/95/KELT_20_b_3.12080_6020_1.tbl
KELT-20 b,Transmission,Chachan et al. 2025,,30,Wide Field Camera 3,Hubble Space Telescope satellite,0.21,0.79,,,Table 3; UVIS 1 order,2025AJ....170..234C,19/30/37/94/KELT_20_b_3.12080_6020_2.tbl
KELT-20 b,Transmission,Chachan et al. 2025,,30,Wide Field Camera 3,Hubble Space Telescope satellite,0.21,0.79,,,Table 4; UVIS -1 order,2025AJ....170..234C,46/67/48/74/KELT_20_b_3.12080_6020_3.tbl
COCONUTS-2 b,Direct Imaging,Kiman et al. 2026,,3270,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8608,5.1424,,,Figure 1; R~2700,2026AJ....171...60K,95/33/83/54/COCONUTS_2_b_3.12783_6008_1.tbl
WASP-18 b,Eclipse,Deline et al. 2025,,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,,,Ch. 1-4 combined; Table 3,2025A&A...699A.150D,80/57/18/05/WASP_18_b_3.11447_6021_1.tbl
TOI-1130 b,Transmission,Barat et al. 2026,,40,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8729,2.7658,2460546.5,2460546.5,SOSS; order 1; figure 2,2026ApJ..1002L..32B,45/64/48/23/TOI_1130_b_3.12513_6013_1.tbl
TOI-1130 b,Transmission,Barat et al. 2026,,2,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.7366,0.9258,2460546.5,2460546.5,SOSS; order 2; figure 2,2026ApJ..1002L..32B,44/50/59/23/TOI_1130_b_3.12513_6013_2.tbl
TOI-1130 b,Transmission,Barat et al. 2026,,29,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7203,3.6813,2460542.5,2460542.5,NRS1; figure 2,2026ApJ..1002L..32B,54/81/79/30/TOI_1130_b_3.12513_6013_3.tbl
TOI-1130 b,Transmission,Barat et al. 2026,,39,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.8441,5.1293,2460542.5,2460542.5,NRS2; figure 2,2026ApJ..1002L..32B,95/15/13/89/TOI_1130_b_3.12513_6013_4.tbl
WASP-96 b,Transmission,Yip et al. 2021,,38,Wide Field Camera 3,Hubble Space Telescope satellite,0.8125,1.6295,,,Table 6; figure 9; G102 and G141 combined,2021AJ....161....4Y,61/57/73/44/WASP_96_b_3.11667_6014_1.tbl
WASP-96 b,Transmission,Yip et al. 2021,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 6; figure 9,2021AJ....161....4Y,96/42/34/98/WASP_96_b_3.11667_6014_2.tbl
WASP-96 b,Transmission,Yip et al. 2021,,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.8,0.8,,,Table 6; figure 9,2021AJ....161....4Y,34/26/43/79/WASP_96_b_3.11667_6014_3.tbl
WASP-43 b,Eclipse,Fraine et al. 2021,,1,Wide Field Camera 3,Hubble Space Telescope satellite,0.584,0.584,2458667.510405,2458667.510405,from Section 3; UVIS F350LP filter,2021AJ....161..269F,37/63/04/69/WASP_43_b_3.11469_6022_1.tbl
GJ 436 b,Eclipse,Morley et al. 2017,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 3,2017AJ....153...86M,25/36/46/79/GJ_436_b_3.10974_6023_1.tbl
K2-33 b,Transmission,Thao et al. 2023,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Combined transits; Table 3,2023AJ....165...23T,98/97/20/39/K2_33_b_3.8940_6034_1.tbl
K2-33 b,Transmission,Thao et al. 2023,,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.1092,1.6589,2457896.5,2457896.5,Table 5; G141 grating,2023AJ....165...23T,97/88/44/97/K2_33_b_3.8940_6034_2.tbl
HAT-P-12 b,Transmission,Alexoudi et al. 2018,,17,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.38,0.965,,,"Figure 8, Table 3",2018A&A...620A.142A,79/62/13/90/HAT_P_12_b_3.10993_6027_1.tbl
GJ 436 b,Transmission,Lothringer et al. 2018,,10,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.5526,0.9918,,,Table 3; G750L grism,2018AJ....155...66L,81/70/89/90/GJ_436_b_3.10974_6026_1.tbl
WASP-19 b,Transmission,Sedaghati et al. 2017,,35,FORS2,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Antu (UT1) at Paranal Observatory,0.44,0.61,2457418.73368,2457418.73368,Figure 2; Blue dataset,2017Natur.549..238S,20/91/66/44/WASP_19_b_3.11448_6025_1.tbl
WASP-19 b,Transmission,Sedaghati et al. 2017,,62,FORS2,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Antu (UT1) at Paranal Observatory,0.541,0.846,2456977.77754,2456977.77754,Figure 2; Green dataset,2017Natur.549..238S,60/34/97/55/WASP_19_b_3.11448_6025_2.tbl
WASP-19 b,Transmission,Sedaghati et al. 2017,,58,FORS2,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Antu (UT1) at Paranal Observatory,0.745,1.03,2457448.70885,2457448.70885,Figure 2; Red dataset,2017Natur.549..238S,96/60/29/82/WASP_19_b_3.11448_6025_3.tbl
HAT-P-32 b,Transmission,Damiano et al. 2017,,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.1381,1.6323,2457408.95783,2457408.95783,Table 3; G141 grism; Stripe-ICA,2017AJ....154...39D,23/93/49/64/HAT_P_32_b_3.11017_6024_1.tbl
HAT-P-32 b,Transmission,Damiano et al. 2017,,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.1381,1.6323,2457408.95783,2457408.95783,Table 3; G141 grism; UCL Pipeline,2017AJ....154...39D,69/72/21/91/HAT_P_32_b_3.11017_6024_2.tbl
Qatar-1 b,Eclipse,Keating et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458236.5,2458240.5,from Table 2,2020AJ....159..225K,76/15/48/23/Qatar_1_b_3.11424_6037_1.tbl
WASP-43 b,Eclipse,May &amp; Stevenson 2020,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,from Table 1,2020AJ....160..140M,83/28/14/84/WASP_43_b_3.11469_6038_1.tbl
WASP-33 b,Eclipse,Haynes et al. 2015,,11,Wide Field Camera 3,Hubble Space Telescope satellite,1.155,1.606,2456256.905,2456256.905,from Table 8; binned data; G141 grism,2015ApJ...806..146H,51/91/17/00/WASP_33_b_3.11460_4120_2.tbl
WASP-12 b,Eclipse,Swain et al. 2013,,110,Wide Field Camera 3,Hubble Space Telescope satellite,1.1306,1.636,,,from Table 2; G141 grism; R=300,2013Icar..225..432S,13/51/40/07/WASP_12_b_3.11441_6039_1.tbl
WASP-12 b,Transmission,Swain et al. 2013,,110,Wide Field Camera 3,Hubble Space Telescope satellite,1.1306,1.636,,,from Table 2; G141 grism; R=300,2013Icar..225..432S,16/67/35/91/WASP_12_b_3.11441_6039_2.tbl
HD 80606 b,Eclipse,de Wit et al. 2016,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,8.0,2455202.5,2455202.5,from Table 1,2016ApJ...820L..33D,61/91/30/78/HD_80606_b_3.11343_6040_1.tbl
HD 209458 b,Transmission,Tsiaras et al. 2016,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.127,1.6185,2456196.28836,2456196.28836,from Table 3; G141 grism,2016ApJ...832..202T,00/21/32/40/HD_209458_b_3.11218_6041_1.tbl
WASP-43 b,Eclipse,Stevenson et al. 2017,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2455772.5045,2455773.3182,from Table 3,2017AJ....153...68S,16/80/09/91/WASP_43_b_3.11469_6042_1.tbl
WASP-43 b,Transmission,Stevenson et al. 2017,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2456897.13195,2457089.11181,from Table 3,2017AJ....153...68S,64/95/17/19/WASP_43_b_3.11469_6042_2.tbl
WASP-33 b,Eclipse,Zhang et al. 2018,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2456028.5,2456082.5,"from Table 2, 5",2018AJ....155...83Z,62/50/09/44/WASP_33_b_3.11460_4779_1.tbl
WASP-33 b,Transmission,Zhang et al. 2018,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2456024.74659,2456029.62604,from Table 2,2018AJ....155...83Z,13/03/91/08/WASP_33_b_3.11460_4779_2.tbl
HD 149026 b,Eclipse,Zhang et al. 2018,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2455659.5,2455659.5,"from Table 2, 5",2018AJ....155...83Z,81/97/26/05/HD_149026_b_3.11121_4779_1.tbl
HD 149026 b,Transmission,Zhang et al. 2018,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2455661.78488,2455673.28848,from Table 2,2018AJ....155...83Z,49/83/54/48/HD_149026_b_3.11121_4779_2.tbl
WASP-52 b,Transmission,Bruno et al. 2018,,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.129,1.631,2457629.20145,2457629.20145,from Table 5; Spot-free transit Model,2018AJ....156..124B,68/00/47/82/WASP_52_b_3.11565_6043_1.tbl
WASP-52 b,Transmission,Bruno et al. 2018,,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.129,1.631,,,from Table 5; Spot-transit Model,2018AJ....156..124B,94/72/62/01/WASP_52_b_3.11565_6043_2.tbl
WASP-52 b,Transmission,Bruno et al. 2018,,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.129,1.631,2457629.20015,2457629.20015,from Table 5; GP Model,2018AJ....156..124B,13/49/13/51/WASP_52_b_3.11565_6043_3.tbl
TRAPPIST-1 c,Transmission,Zhang et al. 2018,,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.1505,1.6613,2457512.8807,2457512.8807,from Table 13; G141; transit 1,2018AJ....156..178Z,81/69/11/48/TRAPPIST_1_c_3.11877_6044_1.tbl
TRAPPIST-1 b,Transmission,Zhang et al. 2018,,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.1505,1.6613,2457512.8876,2457512.8876,from Table 13; G141; transit 2,2018AJ....156..178Z,61/17/26/88/TRAPPIST_1_b_3.11876_6044_1.tbl
TRAPPIST-1 d,Transmission,Zhang et al. 2018,,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.1465,1.6572,2457726.84,2457726.84,from Table 13; G141; transit 3,2018AJ....156..178Z,89/30/39/55/TRAPPIST_1_d_3.11878_6044_1.tbl
TRAPPIST-1 g,Transmission,Zhang et al. 2018,,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.1377,1.6485,2457751.8397,2457751.8397,from Table 13; G141; transit 4,2018AJ....156..178Z,83/20/38/87/TRAPPIST_1_g_3.11992_6044_1.tbl
TRAPPIST-1 e,Transmission,Zhang et al. 2018,,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.1377,1.6485,2457751.8701,2457751.8701,from Table 13; G141; transit 5,2018AJ....156..178Z,05/49/46/85/TRAPPIST_1_e_3.11990_6044_1.tbl
TRAPPIST-1 f,Transmission,Zhang et al. 2018,,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.1408,1.6516,2457763.4462,2457763.4462,from Table 13; G141; transit 6,2018AJ....156..178Z,34/69/61/40/TRAPPIST_1_f_3.11991_6044_1.tbl
TRAPPIST-1 e,Transmission,Zhang et al. 2018,,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.1442,1.655,2457764.0671,2457764.0671,from Table 13; G141; transit 7,2018AJ....156..178Z,78/10/49/76/TRAPPIST_1_e_3.11990_6044_2.tbl
WASP-121 b,Transmission,Evans et al. 2018,,30,Wide Field Camera 3,Hubble Space Telescope satellite,0.3199,0.5661,2457705.36884,2457705.36884,from Table 2; G430L,2018AJ....156..283E,34/10/32/36/WASP_121_b_3.11900_6045_1.tbl
WASP-121 b,Transmission,Evans et al. 2018,,30,Wide Field Camera 3,Hubble Space Telescope satellite,0.5407,0.9772,2457424.88323,2457424.88323,from Table 3; G750L,2018AJ....156..283E,19/41/38/85/WASP_121_b_3.11900_6045_2.tbl
WASP-52 b,Transmission,Alam et al. 2018,,36,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.33,0.9643,,,from Table 5; G430L and G750L; R~500; corrected,2018AJ....156..298A,61/84/81/64/WASP_52_b_3.11565_6046_1.tbl
WASP-52 b,Transmission,Alam et al. 2018,,36,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.33,0.9643,,,from Table 5; G430L and G750L; R~500; uncorrected,2018AJ....156..298A,81/48/30/33/WASP_52_b_3.11565_6046_2.tbl
WASP-52 b,Transmission,Alam et al. 2018,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,from Table 5,2018AJ....156..298A,55/97/04/51/WASP_52_b_3.11565_6046_3.tbl
WASP-94 A b,Transmission,Mukherjee et al. 2026,,59,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8695,2.7946,,,SOSS; FIREFLy reduction; spherically symmetric spectrum,2026Sci...392..858M,19/70/88/93/WASP_94_A_b_3.11708_6047_1.tbl
HAT-P-11 b,Transmission,Mansfield et al. 2018,,12,Wide Field Camera 3,Hubble Space Telescope satellite,0.8617,1.1184,,,from Table 1; G102; R~40; Broadband,2018ApJ...868L..34M,18/85/42/32/HAT_P_11_b_3.9_6048_1.tbl
HAT-P-11 b,Transmission,Mansfield et al. 2018,,11,Wide Field Camera 3,Hubble Space Telescope satellite,1.0639,1.1126,,,from Table 1; G102; Narrowband,2018ApJ...868L..34M,87/13/00/94/HAT_P_11_b_3.9_6048_2.tbl
HD 189733 b,Transmission,Morvan et al. 2020,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,8.0,8.0,2454281.655329,2454281.655329,from Table 3,2020AJ....159..109M,12/26/64/67/HD_189733_b_3.11185_6049_1.tbl
HD 189733 b,Transmission,Morvan et al. 2020,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,8.0,8.0,2454283.873934,2454283.873934,from Table 3,2020AJ....159..109M,82/46/83/06/HD_189733_b_3.11185_6049_2.tbl
HD 189733 b,Transmission,Morvan et al. 2020,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,8.0,8.0,2454394.802829,2454394.802829,from Table 3,2020AJ....159..109M,54/20/91/78/HD_189733_b_3.11185_6049_3.tbl
HD 189733 b,Transmission,Morvan et al. 2020,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,8.0,8.0,2454419.206955,2454419.206955,from Table 3,2020AJ....159..109M,34/35/46/59/HD_189733_b_3.11185_6049_4.tbl
HD 189733 b,Transmission,Morvan et al. 2020,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,8.0,8.0,2454629.97177,2454629.97177,from Table 3,2020AJ....159..109M,68/46/90/63/HD_189733_b_3.11185_6049_5.tbl
HD 189733 b,Transmission,Morvan et al. 2020,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,8.0,8.0,2454632.190498,2454632.190498,from Table 3,2020AJ....159..109M,60/72/10/82/HD_189733_b_3.11185_6049_6.tbl
HAT-P-11 b,Transmission,Chachan et al. 2019,,4,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.374,0.539,,,from Table 3; figure 15; G430L,2019AJ....158..244C,07/29/02/32/HAT_P_11_b_3.9_6050_1.tbl
HAT-P-11 b,Transmission,Chachan et al. 2019,,12,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.553,0.9915,,,from Table 3; figure 15; G750L,2019AJ....158..244C,04/71/81/52/HAT_P_11_b_3.9_6050_2.tbl
HAT-P-11 b,Transmission,Chachan et al. 2019,,12,Wide Field Camera 3,Hubble Space Telescope satellite,0.861,1.119,,,from Table 3; figure 15; G102,2019AJ....158..244C,67/09/26/30/HAT_P_11_b_3.9_6050_3.tbl
HAT-P-11 b,Transmission,Chachan et al. 2019,,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.135,1.675,,,from Table 3; figure 15; G141,2019AJ....158..244C,57/91/81/24/HAT_P_11_b_3.9_6050_4.tbl
TOI-199 b,Transmission,Bello-Arufe et al. 2026,,575,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.872,5.168,2460667.5,2460667.5,Eureka! reduction; Native spectral resolution,2026AJ....171..354B,62/82/43/70/TOI_199_b_3.13229_6051_1.tbl
TOI-199 b,Transmission,Bello-Arufe et al. 2026,,25,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8927,5.0503,2460667.5,2460667.5,Tswift reduction; figure 4,2026AJ....171..354B,96/28/17/86/TOI_199_b_3.13229_6051_2.tbl
KELT-16 b,Transmission,Bell et al. 2021,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2457247.24795,2457247.24795,Table 4,2021MNRAS.504.3316B,80/05/18/93/KELT_16_b_3.11989_6052_1.tbl
KELT-16 b,Eclipse,Bell et al. 2021,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,Table 4,2021MNRAS.504.3316B,62/67/94/53/KELT_16_b_3.11989_6052_2.tbl
MASCARA-1 b,Transmission,Bell et al. 2021,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2457097.2782,2457097.2782,Table 4,2021MNRAS.504.3316B,55/61/10/33/MASCARA_1_b_3.12076_6052_1.tbl
MASCARA-1 b,Eclipse,Bell et al. 2021,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,Table 4,2021MNRAS.504.3316B,80/11/26/38/MASCARA_1_b_3.12076_6052_2.tbl
WASP-121 b,Eclipse,Mikal-Evans et al. 2019,,17,Wide Field Camera 3,Hubble Space Telescope satellite,0.81,1.122,2458063.5,2458063.5,from Table 2; Figure 5; G102 grism; R~200; Visit 1 & 2 joint analysis.,2019MNRAS.488.2222M,42/24/26/31/WASP_121_b_3.11900_4353_1.tbl
K2-25 b,Transmission,Thao et al. 2020,,1,Kepler CCD Array,The Kepler Mission,0.66,0.66,2457062.5795,2457062.5795,from Table 4,2020AJ....159...32T,62/11/10/71/K2_25_b_3.11841_6076_1.tbl
K2-25 b,Transmission,Thao et al. 2020,,1,2048 x 2048 pixel CCD,The MEarth project Fred Lawrence Whipple Observatory (FLWO) and Cerro Tololo Inter-American Observatory (CTIO) 40-cm telescopes,0.85,0.85,2457062.5799,2457062.5799,from Table 4; Schott RG715 filter,2020AJ....159...32T,84/51/89/54/K2_25_b_3.11841_6076_2.tbl
K2-25 b,Transmission,Thao et al. 2020,,1,Sinistro 4k x 4k CCD imagers,Las Cumbres Observatory Global Telescope (LCOGT) 1m telescopes,0.7545,0.7545,2457062.5799,2457062.5799,from Table 4; BANZAI pipeline,2020AJ....159...32T,29/53/29/72/K2_25_b_3.11841_6076_3.tbl
K2-25 b,Transmission,Thao et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2457062.5794,2457062.5816,from Table 4; Channels 1 & 2,2020AJ....159...32T,58/32/59/25/K2_25_b_3.11841_6076_4.tbl
HAT-P-32 b,Transmission,Alam et al. 2020,,30,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.31,0.985,,,from Table 3; Figure 9; G430L & G750L; R~500,2020AJ....160...51A,60/23/55/75/HAT_P_32_A_b_3.11017_6077_1.tbl
HAT-P-32 b,Transmission,Alam et al. 2020,,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.133,1.635,,,from Table 3; Figure 9; F139M filter; G141 grism,2020AJ....160...51A,03/63/60/61/HAT_P_32_A_b_3.11017_6077_2.tbl
HAT-P-32 b,Transmission,Alam et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,from Table 3; Figure 9; Channels 1 & 2,2020AJ....160...51A,80/24/35/01/HAT_P_32_A_b_3.11017_6077_3.tbl
XO-3 b,Transmission,Corrales et al. 2021,,1,UVOT,The Neil Gehrels Swift Observatory,0.2246,0.2246,,,from table 4; uvm2 filter,2021AJ....162..287C,67/67/87/63/XO_3_b_3.11482_6068_1.tbl
KELT-3 b,Transmission,Corrales et al. 2021,,1,UVOT,The Neil Gehrels Swift Observatory,0.2246,0.2246,,,from table 4; uvm2 filter,2021AJ....162..287C,67/44/97/92/KELT_3_b_3.11599_6068_1.tbl
