pl_name,hostname,is_control,st_age_gyr,st_mass_solar,st_feh,st_log_luminosity_solar,pl_orbsmax_au,label,status,reason,draws_requested,draws_supported,supported_fraction,age_precision_status,model_agreement,boundary_sensitivity,classification_robustness,kopparapu_conservative__p_current_hz,kopparapu_conservative__tau_hz_gyr_p16,kopparapu_conservative__tau_hz_gyr_p50,kopparapu_conservative__tau_hz_gyr_p84,kopparapu_conservative__f_chz_p16,kopparapu_conservative__f_chz_p50,kopparapu_conservative__f_chz_p84,kopparapu_moist_greenhouse__p_current_hz,kopparapu_moist_greenhouse__tau_hz_gyr_p16,kopparapu_moist_greenhouse__tau_hz_gyr_p50,kopparapu_moist_greenhouse__tau_hz_gyr_p84,kopparapu_moist_greenhouse__f_chz_p16,kopparapu_moist_greenhouse__f_chz_p50,kopparapu_moist_greenhouse__f_chz_p84,kopparapu_optimistic_empirical__p_current_hz,kopparapu_optimistic_empirical__tau_hz_gyr_p16,kopparapu_optimistic_empirical__tau_hz_gyr_p50,kopparapu_optimistic_empirical__tau_hz_gyr_p84,kopparapu_optimistic_empirical__f_chz_p16,kopparapu_optimistic_empirical__f_chz_p50,kopparapu_optimistic_empirical__f_chz_p84,history_start_gyr,history_steps,luminosity_anchor_max_abs_dex
Kepler-876 b,Kepler-876,False,5.25,0.81,-0.03,-0.33828,0.0549,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1894 c,Kepler-1894,False,0.5,0.999,0,-0.26976,0.0576,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 233832 b,HD 233832,False,5.417,0.71,-0.66,-0.52273,2.827,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
GJ 687 c,GJ 687,False,,0.4,0.0631,-1.672,1.165,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HIP 5763 b,HIP 5763,False,,0.72,,-0.73999,0.17,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-712 b,TOI-712,False,0.83,0.732,-0.02,-0.72793,0.07928,MODEL-INFERRED,inferred,,256,166,0.6484375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,1.110223025e-16
TOI-1782.01,TOI-1782,False,,0.68,,-0.84649,0.05024,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2092 b,TOI-2092,False,,0.956,-0.1221,-0.04981,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-303 b,Kepler-303,False,7.71,0.575,-0.4136,-1.0655,0.024,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-271 c,Kepler-271,False,4.57,0.9,-0.13,-0.25319,0.06993,MODEL-INFERRED,inferred,,256,228,0.890625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
KOI-142 b,KOI-142,False,1.6,0.99,0.27,-0.16507,0.09586,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Qatar-6 b,Qatar-6,False,1.02,0.822,-0.025,-0.51428,0.0423,MODEL-INFERRED,inferred,,256,238,0.9296875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
GJ 9066 c,GJ 9066,False,,0.15,-0.13,-2.59517,0.88,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-400 b,K2-400,False,,0.374,-0.051,-1.74791,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2094 b,TOI-2094,False,,0.425,-0.06,-1.74473,0.136,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2714 b,TOI-2714,False,5.5,1.07,0.3,0.16017,0.036,MODEL-INFERRED,inferred,,256,181,0.70703125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
HD 164922 d,HD 164922,False,9.58,0.926,0.18,-0.14874,0.103,MODEL-INFERRED,inferred,,256,222,0.8671875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,False,0.03,0.19,,,84,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2382 b,TOI-2382,False,3.1,1.26,0.249,0.37967,0.059,MODEL-INFERRED,inferred,,256,185,0.72265625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-402 b,Kepler-402,False,1.4,1.072,-0.08,0.2035,0.051,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 201841433 b,EPIC 201841433,False,,0.802,0,-0.63455,0.035,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
USco1621 b,USco1621 A,False,0.0075,0.36,,-1.02,2880,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-318 b,K2-318,False,,0.561,,-1.27696,0.0911,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-405 b,K2-405,False,,1.034,0.132,-0.48798,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-784 b,HD 307842,False,,0.91,-0.13,-0.19034,0.038,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1814 b,TOI-1814,False,,,,0.463,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1419 b,Kepler-1419,False,4.37,1.01,0.04,0.04229,0.2391,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 206215704 b,EPIC 206215704,False,,0.407,-0.33,-2.08843,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-848 b,Kepler-848,False,8.32,1.01,0.15,0.59369,0.07586,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-819 b,Kepler-819,False,4.47,0.86,-0.06,-0.39773,0.1894,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-799 b,TOI-799,False,,1,,-0.12179,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-146 c,K2-146,False,5,0.331,-0.02,-1.82391,0.0327,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-324 b,K2-324,False,,0.517,,-1.33305,0.0331,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-822 b,Kepler-822,False,3.55,1.06,0.04,-0.00495,0.04078,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1181 b,TOI-1181,False,2.7,1.467,0.38,0.64246,0.0364,MODEL-INFERRED,inferred,,256,178,0.6953125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
TOI-808 b,TOI-808,False,,0.87,,-0.35523,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-815 b,TOI-815,False,0.2,0.776,-0.09,-0.50459,0.0903,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2141 b,TOI-2141,False,9,0.896,-0.14,-0.05,0.1322,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2447 b,TOI-2447,False,2.1,1.034,0.18,0.04891,0.347,MODEL-INFERRED,inferred,,256,248,0.96875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
TOI-2818 b,TOI-2818,False,9.5,0.977,-0.02,0.16435,0.0493,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,107,0.41796875,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1371 c,Kepler-1371,False,4.37,0.87,-0.07,-0.19829,0.02937,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 212587672 b,EPIC 212587672,False,,0.99,-0.18,0.03848,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-843 b,Kepler-843,False,4.17,1.02,0.05,-0.04723,0.0313,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-408 b,K2-408,False,,0.813,-0.171,-0.33037,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1516 b,TOI-1516,False,4.82,1.14,-0.05,0.39065,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2458 b,TOI-2458,False,5.7,1.05,-0.1,0.34128,0.0482,MODEL-INFERRED,inferred,,256,161,0.62890625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-1423 b,Kepler-1423,False,4.68,0.79,-0.02,-0.52,0.1586,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HATS-57 b,HATS-57,False,2.5,1.026,0.268,-0.0942,0.03493,MODEL-INFERRED,inferred,,256,250,0.9765625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,1.387778781e-17
HATS-56 b,HATS-56,False,1.894,1.573,0.19,0.89763,0.06043,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,0,0,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-763 b,TOI-763,False,,0.917,0.01,-0.15377,0.06,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-409 b,K2-409,False,,0.886,-0.036,0.17248,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1722 b,TOI-1722,False,,1.162,,0.18466,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1873 b,TOI-1873,False,,1.015,,-0.04707,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2158 b,TOI-2158,False,8,1.12,0.47,0.2308,0.075,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,77,0.30078125,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1888 b,Kepler-1888,False,11.3,0.897,0,0.37424,0.0956,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1901 b,Kepler-1901,False,0.7,1.022,0.14,-0.00315,0.0453,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
GJ 433 c,GJ 433,False,,0.48,-0.17,-1.69897,4.819,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-374 c,K2-374,False,,0.731,-0.292,-0.05943,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1860 b,TOI-1860,False,0.133,0.99,0.04,-0.09475,0.0204,MODEL-INFERRED,inferred,,256,225,0.87890625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,1.387778781e-17
TOI-1723 b,TOI-1723,False,4.8,1.04,0.159,0.06446,0.113496,MODEL-INFERRED,inferred,,256,205,0.80078125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
TOI-1937 A b,TOI-1937 A,False,3.6,1.072,0.196,0.0799,0.01932,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-292 f,Kepler-292,False,5.13,0.865,0.04,-0.33691,0.141,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1395 b,Kepler-1395,False,2.88,1.17,0.12,0.27693,0.04974,MODEL-INFERRED,inferred,,256,241,0.94140625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-1905 b,Kepler-1905,False,0.3,1.038,0.16,-0.02528,0.0451,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-65 e,Kepler-65,False,3.31,1.248,0.13,0.4674,0.8539307544,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
GJ 682 b,GJ 682,False,,0.27,,-2.69897,0.08,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-132 b,TOI-132,False,6.34,0.97,0.16,-0.22185,0.026,MODEL-INFERRED,inferred,,256,249,0.97265625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
TOI-2000 c,TOI-2000,False,5.3,1.082,0.439,0.05956,0.0878,MODEL-INFERRED,inferred,,256,176,0.6875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
TOI-2000 b,TOI-2000,False,5.3,1.082,0.439,0.05956,0.04271,MODEL-INFERRED,inferred,,256,209,0.81640625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
TOI-2194 b,TOI-2194,False,,0.74,-0.372,-0.68955,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2498 b,TOI-2498,False,3.6,1.12,0.167,0.27089,0.0491,MODEL-INFERRED,inferred,,256,246,0.9609375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
Kepler-102 e,Kepler-102,False,1.1,0.803,0.11,-0.58436,0.1162,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 2685 b,HD 2685,False,1.31,1.43,0.02,0.66839,0.0568,MODEL-INFERRED,inferred,,256,184,0.71875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
Kepler-95 b,Kepler-95,False,5.63,1.08,0.3,0.28105,0.10232,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Wendelstein-2 b,Wendelstein-2,False,,0.73,,-0.83411,0.0234,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-384 b,K2-384,False,,0.33,0.068,-1.86986,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 174205 b,HD 174205,False,1.7,1.8,-0.28,2.3784,1.7,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,0,0,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-430 c,Kepler-430,False,4.68,1.166,0.2,0.31207,0.4757,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1656 b,Kepler-1656,False,6.31,1.03,0.19,0.02083,0.1974,MODEL-INFERRED,inferred,,256,192,0.75,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
Kepler-647 c,Kepler-647,False,2.75,1.07,-0.4146,0.41834,0.18291,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-210 b,Kepler-210,False,1.78,0.77,0.2772,-0.79874,0.032,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,False,,0.51,,,4.5,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,False,,0.45,,,5.1,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,False,,0.7,,,3.1,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,False,,0.72,,,6.85,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1963 b,Kepler-1963,False,4.07,0.915,-0.1,-0.2592,0.02915,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1517 b,Kepler-1517,False,1.38,1.58,0.01,0.87873,0.078,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1711 b,Kepler-1711,False,6.6,0.94,0,0.00966,0.1463,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,False,,0.11,,,0.92,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,False,,0.15,,,0.69,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,False,,0.193,,,1.449,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,False,,0.47,,,2.2,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,False,,0.48,,,2.03,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,False,,0.51,,,2.55,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-146 b,Kepler-146,False,0.91,1.079,-0.0261,0.14794,0.2,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1468 d,Kepler-1468,False,3.55,1.072,0.14,0.53118,0.1456,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-348 c,Kepler-348,False,2.29,1.189,-0.03,0.4331,0.138,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1641 c,Kepler-1641,False,3.02,1.12,-0.02,0.13083,0.2065,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1641 b,Kepler-1641,False,3.02,1.12,-0.02,0.13083,0.1473,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-39 b,Kepler-39,False,2.1,1.29,0.1,0.34593,0.164,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-174 c,Kepler-174,False,4.9,0.602,-0.56,-0.5704,0.214,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,False,,0.17,,,1.41,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1468 b,Kepler-1468,False,3.55,1.04,0.03,0.53118,0.0817,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-203 b,Kepler-203,False,1.78,1.06,0.08,0.0937,0.043,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-152 b,Kepler-152,False,2,0.779,-0.12,-0.46488,0.124,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,False,,0.38,,,2.7,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,False,,0.75,,,4.14,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,False,,0.1,,,1.8,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,False,,0.37,,,2.29,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-195 c,Kepler-195,False,2.19,0.867,0.04,-0.36708,0.197,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-880 c,Kepler-880,False,1.41,1.714,0,0.66603,0.1216,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-608 b,Kepler-608,False,3.8,1,-0.02,0.04113,0.0685,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1704 b,Kepler-1704,False,7.4,1.132,0.196,0.45179,2.027,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,42,0.1640625,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-561 c,Kepler-561,False,4.27,0.96,0.02,-0.17974,0.05947,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
