pl_name,hostname,is_control,st_age_gyr,st_mass_solar,st_feh,st_log_luminosity_solar,pl_orbsmax_au,label,status,reason,draws_requested,draws_supported,supported_fraction,age_precision_status,model_agreement,boundary_sensitivity,classification_robustness,kopparapu_conservative__p_current_hz,kopparapu_conservative__tau_hz_gyr_p16,kopparapu_conservative__tau_hz_gyr_p50,kopparapu_conservative__tau_hz_gyr_p84,kopparapu_conservative__f_chz_p16,kopparapu_conservative__f_chz_p50,kopparapu_conservative__f_chz_p84,kopparapu_moist_greenhouse__p_current_hz,kopparapu_moist_greenhouse__tau_hz_gyr_p16,kopparapu_moist_greenhouse__tau_hz_gyr_p50,kopparapu_moist_greenhouse__tau_hz_gyr_p84,kopparapu_moist_greenhouse__f_chz_p16,kopparapu_moist_greenhouse__f_chz_p50,kopparapu_moist_greenhouse__f_chz_p84,kopparapu_optimistic_empirical__p_current_hz,kopparapu_optimistic_empirical__tau_hz_gyr_p16,kopparapu_optimistic_empirical__tau_hz_gyr_p50,kopparapu_optimistic_empirical__tau_hz_gyr_p84,kopparapu_optimistic_empirical__f_chz_p16,kopparapu_optimistic_empirical__f_chz_p50,kopparapu_optimistic_empirical__f_chz_p84,history_start_gyr,history_steps,luminosity_anchor_max_abs_dex
Kepler-1421 b,Kepler-1421,False,2.75,1.25,0.05,0.59941,0.07576,MODEL-INFERRED,inferred,,256,213,0.83203125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
K2-332 b,K2-332,False,,0.27,0.09,-2.06542,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1288 b,Kepler-1288,False,2.88,1.2,0.14,0.30207,0.04135,MODEL-INFERRED,inferred,,256,203,0.79296875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
GJ 1151 c,GJ 1151,False,,0.1639,-0.12,-2.47952,0.5714,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-80 c,Kepler-80,False,2,0.73,0.04,-0.76955,0.0792,MODEL-INFERRED,undetermined,insufficient_continuous_track_support,256,116,0.453125,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-925 b,Kepler-925,False,2.57,0.77,0.12,-0.68406,0.1805,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-194 d,Kepler-194,False,2.5,0.94,-0.03,0.0427,0.275,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-945 b,Kepler-945,False,4.47,0.97,-0.01,0.02447,0.2037,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 156846 b,HD 156846,False,2.4,1.38,0.15,0.69723,1.12,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2025 b,TOI-2025,False,4.5,1.199,0.15,0.38739,0.0892,MODEL-INFERRED,inferred,,256,146,0.5703125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1878 b,Kepler-1878,False,,0.956,-0.26,0.18689,0.0521,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1447 b,Kepler-1447,False,4.17,0.97,-0.03,-0.04217,0.2836,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1805 b,Kepler-1805,False,1.65,0.581,0.1,-1.17695,0.0699,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 158259 f,HD 158259,False,,1.08,,0.21233,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-370 b,Kepler-370,False,6.03,0.982,0.1323,0.00609,0.054,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-956 b,Kepler-956,False,3.47,1.1,0.02,0.05208,0.06017,MODEL-INFERRED,inferred,,256,204,0.796875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,4.163336342e-17
HD 63433 b,HD 63433,False,0.414,0.956,-0.07,-0.1261,0.072,MODEL-INFERRED,inferred,,256,256,1,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1142 b,Kepler-1142,False,5.37,0.97,0.02,0.43724,0.1343,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-853 b,Kepler-853,False,2.69,1.3,0.07,0.51032,0.079,MODEL-INFERRED,inferred,,256,178,0.6953125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-451 c,2MASS J19383260+4603591,False,,0.48,-0.092,1.45,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
WISPIT 1 b,WISPIT 1,False,0.0156,0.72,,-0.32014,338,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2529 b,TOI-2529,False,7.23,1.11,0.1,0.46389,0.327,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,8,0.03125,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KOI-1599.01,KOI-1599,False,4.7,1.02,0.06,0.16196,0.14728,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1759 b,Kepler-1759,False,13.8,0.76,-0.02,-0.56331,0.0429,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1215 b,Kepler-1215,False,4.79,0.95,0.01,-0.18176,0.0528,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1733 b,Kepler-1733,False,0.2,1.273,0.24,0.42985,0.0933,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-357 c,Kepler-357,False,2.14,0.794,0.06,-0.55635,0.12,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-194 c,Kepler-194,False,2.5,0.94,-0.03,0.0427,0.131,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1056 b,Kepler-1056,False,2.95,1.12,0.02,0.22658,0.1629,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1424 b,Kepler-1424,False,5.25,1.02,0.01,0.27098,0.19068,MODEL-INFERRED,inferred,,256,213,0.83203125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1642 c,Kepler-1642,False,4.47,0.88,-0.01,-0.40452,0.0678,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 164595 b,HD 164595,False,7.12,0.99,-0.04,0.01725,0.23,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-24 c,K2-24,False,4.9,1.091,0.41,0.15836,0.262,MODEL-INFERRED,inferred,,256,228,0.890625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-235 d,Kepler-235,False,6,0.581,-0.51,-1.10237,0.122,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 97037 b,HD 97037,False,,1.06,-0.0773,0.23365,6.925,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-776 b,Kepler-776,False,4.37,0.83,0.05,-0.43656,0.0523,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-352 b,K2-352,False,,0.98,-0.05,-0.06326,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3288 b,TOI-3288,False,,0.643,0.65,-0.95195,0.02285,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1420 b,Kepler-1420,False,4.9,0.82,-0.1,-0.23199,0.0671,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-333 b,K2-333,False,,1.06,0.07,0.16523,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-79 e,Kepler-79,False,1.32,1.244,0.06,0.342,0.39445,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-20 d,Kepler-20,False,5.6,0.929,0.07,-0.16451,0.3474,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
DMPP-1 c,DMPP-1,False,2.01,1.21,,0.31955,0.0973,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-947 b,Kepler-947,False,4.27,0.9,-0.07,0.14245,0.1773,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-689 b,Kepler-689,False,4.57,0.91,-0.01,-0.15327,0.1449,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,False,4.15,1.01,0.023,-0.01121,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 211970 b,HD 211970,False,,0.61,,-1.06479,0.143,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-336 c,Kepler-336,False,4.9,1.09,0.337,0.26,0.092,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-423 b,Kepler-423,False,11,0.85,-0.1,-0.018,0.03585,MODEL-INFERRED,inferred,,256,192,0.75,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
2M0437 b,2MASS J04372171+2651014,False,0.0025,0.17,0.01,-1.16368,118,MODEL-INFERRED,undetermined,nonpositive_or_premain_sequence_input,256,0,0,invalid,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-561 b,Kepler-561,False,4.27,0.96,0.02,-0.17974,0.29256,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
24 Boo b,24 Boo,False,6.92,1.05,-0.78,1.87691,0.194,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 74156 c,HD 74156,False,3.7,1.1,0.131,0.40075,3.678,MODEL-INFERRED,inferred,,256,229,0.89453125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1365 c,Kepler-1365,False,6.03,1,0.03,0.42479,0.05701,MODEL-INFERRED,inferred,,256,198,0.7734375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
HD 20003 c,HD 20003,False,,0.875,0.04,-0.14267,0.1964,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-716 b,Kepler-716,False,4.57,0.83,0,-0.50424,0.08628,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4562 b,TOI-4562,False,0.7,1.192,0.08,0.25285,0.768,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 134606 b,HD 134606,False,7.3,1.046,0.343,0.06483,0.1046,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-66 b,K2-66,False,,1.11,-0.047,0.50621,0.05983,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TIC 437041147 b,TIC 437041147,False,,0.931,0.2428,-0.15853,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-583 b,Kepler-583,False,4.47,0.94,0.07,-0.10059,0.0689,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1649 c,Kepler-1649,False,,0.1977,-0.15,-2.28735,0.0649,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
WASP-57 b,WASP-57,False,2.6,0.886,-0.25,-0.00509,0.03769,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-381 d,Kepler-381,False,2.57,1.198,-0.32,0.5139,0.08364,MODEL-INFERRED,inferred,,256,177,0.69140625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,1.110223025e-16
TOI-1199 b,TOI-1199,False,4.2,1.23,0.44,0.30428,0.04988,MODEL-INFERRED,inferred,,256,212,0.828125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
TOI-4961 b,TOI-4961,False,8,0.912,0.206,-0.20135,0.0726,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-118 c,Kepler-118,False,13.9,0.811,0.18,-0.37737,0.141,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-278 b,Kepler-278,False,5.761,1.227,0.22,0.64933,0.202,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,50,0.1953125,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-268 e,K2-268,False,,0.84,0.03,-0.42942,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1254 d,Kepler-1254,False,5.62,0.78,-0.1,-0.57202,0.0575,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 167768 b,HD 167768,False,5.31,1.08,-0.67,1.66932,0.1512,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,89,0.34765625,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1036 b,TOI-1036,False,,1.03,,0.14017,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 212424622 b,EPIC 212424622,False,,1.106,,0.17917,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1915 b,Kepler-1915,False,,1.03,-0.06,0.06133,0.114,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1734 b,Kepler-1734,False,0.3,1.05,-0.1,0.14406,0.0714,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-960 b,Kepler-960,False,3.63,0.77,0.02,-0.6289,0.03807,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 208897 b,HD 208897,False,,1.25,0.21,1.09,1.063,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1386 b,Kepler-1386,False,5.01,1.02,0.11,0.00882,0.068,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1921 c,Kepler-1921,False,3.39,1.251,0.02,0.80624,0.0454,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1225 b,Kepler-1225,False,3.02,1.13,0.01,0.33289,0.0771,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1708 b,Kepler-1708,False,3.16,1.088,0,0.182,1.64,MODEL-INFERRED,inferred,,256,186,0.7265625,supported,0.9731182796,0.02688172043,robustly_inside_across_prescriptions,0.9731182796,0.876847914,2.222628432,3.785333444,0.4821551108,0.9419703052,0.9733211292,0.9623655914,0.864132541,2.222628432,3.785333444,0.4821551108,0.9390741717,0.9721270337,0.9892473118,1.06599266,2.431921388,4.169145873,0.6981773701,0.9533324677,0.9743562709,0.1,72,2.775557562e-17
HD 96700 b,HD 96700,False,8.6,0.89,-0.18,0.13988,0.0777,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-208 b,Kepler-208,False,4.68,1.082,-0.0423,0.30912,0.054,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1146 b,Kepler-1146,False,4.9,0.74,-0.06,-0.64244,0.0325,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
WASP-100 b,WASP-100,False,1.57,0.77,-0.03,0.76571,0.04574,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1643 b,Kepler-1643,False,0.046,0.845,-0.01,-0.47156,0.0531,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-215 d,Kepler-215,False,1.62,0.788,-0.4425,-0.1172,0.185,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 212737443 b,EPIC 212737443,False,,0.69,-0.137,-0.75057,0.098,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2169 A b,TOI-2169 A,False,2.51,1.42,0.123,0.66558,0.0896,MODEL-INFERRED,inferred,,256,129,0.50390625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
K2-259 b,K2-259,False,,1.14,0.16,0.16711,0.1271,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5292 A b,TOI-5292 A,False,5,0.596,0.33,-1.10127,0.0279,MODEL-INFERRED,undetermined,insufficient_continuous_track_support,256,0,0,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-401 c,Kepler-401,False,3.55,1.173,0,0.56611,0.269,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-888 b,Kepler-888,False,1.48,0.97,-0.21,-0.04319,0.31481,MODEL-INFERRED,inferred,,256,256,1,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
Kepler-740 b,Kepler-740,False,4.79,0.91,0.03,-0.12268,0.0462,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1673 b,Kepler-1673,False,1.62,1.11,0.228,0.17906,0.21363,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1322 c,Kepler-1322,False,0.4,0.897,-0.3,-0.10053,0.0652,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1211 b,Kepler-1211,False,4.17,0.96,-0.08,0.13445,0.09763,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HIP 78530 b,HIP 78530,False,0.005,2.5,-0.5,1.3684,740,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-48 f,Kepler-48,False,2.69,0.916,0.26,-0.28926,5.719187877,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1750 b,Kepler-1750,False,0.5,0.981,0.14,0.06117,0.6785,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4308 b,TOI-4308,False,,0.9,,-0.36795,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 18015 b,HD 18015,False,,1.49,-0.14,0.9738,3.87,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1798.02,TOI-1798,False,2.6,0.87,0.073,-0.41567,0.010789,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-24 b,Kepler-24,False,3.02,1.06,-0.0708,0.064,0.08045,MODEL-INFERRED,inferred,,256,231,0.90234375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1875 b,Kepler-1875,False,0.3,0.95,-0.5,0.4066,0.2039,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1642 b,Kepler-1642,False,4.47,0.88,-0.01,-0.40452,0.1016,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 33142 c,HD 33142,False,2.72,1.52,0.06,1.00043,1.955,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,2,0.0078125,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-864 b,Kepler-864,False,4.68,1,0.04,0.2078,0.0687,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 181720 b,HD 181720,False,,1.03,-0.62,0.288,1.85,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-6677 b,TOI-6677,False,,1.45,,0.6672,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1394 b,Kepler-1394,False,1.91,1.64,0.06,0.81107,0.05474,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,32,0.125,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1672 b,Kepler-1672,False,4.19,1.16,-0.25,0.17867,0.55374,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,121,0.47265625,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 331093 b,HD 331093,False,,1.03,0.17,0.00646,1.44,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
