pl_name,hostname,pl_letter,is_control,earth2_rank,earth2_index,rankable,score_earth_similarity,score_conservative_habitability,score_observational_confidence,score_characterisation_potential,rank_earth_similarity,rank_conservative_habitability,rank_observational_confidence,rank_characterisation_potential,esi_global,esi_global_p16,esi_global_p50,esi_global_p84,esi_interior,esi_surface,hz_conservative,hz_optimistic,hz_conservative_prob,hz_optimistic_prob,hz_position_conservative,hz_conservative_clamped,hz_optimistic_clamped,hz_model_extrapolated,hz_teff_in_range,hz_teff_valid_fraction,hz_teff_offset_from_range_k,rocky_plausibility,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade_p16,pl_rade_p50,pl_rade_p84,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,mass_class,pl_dens_used,esi_density_source,pl_vesc_kms,insol_used,insol_source,teq_used,teq_source,teq_albedo_assumed,pl_orbper,pl_orbsmax,pl_orbeccen,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,st_teff,st_rad,st_mass,st_lum,st_met,st_age,st_spectype,sy_dist,ra,dec,sy_vmag,sy_jmag,sy_kmag,sy_gaiamag,sy_tmag,gaia_source_id,gaia_parallax_mas,gaia_parallax_error_mas,gaia_ruwe,gaia_non_single_star,gaia_pmra_masyr,gaia_pmdec_masyr,discoverymethod,disc_year,disc_facility,tran_flag,rv_flag,ttv_flag,pl_controv_flag,sy_snum,sy_pnum,n_references,n_param_sets,rade_rel_spread,composite_parameter_source_count,composite_uses_mixed_sources,default_solution_present,default_solution_parameter_coverage,default_solution_overlap_count,composite_default_median_fractional_difference,n_transmission_points,n_emission_points,has_atmosphere_data,transmission_facilities,emission_facilities,st_nrvc,st_nphot,st_nspec,mc_uncertainty_coverage,mc_params_without_uncertainty,tsm,esm,rv_semi_amplitude_ms,ephemeris_uncertainty_2030_minutes,followup_orbital_separation_au,followup_separation_source,max_angular_separation_mas,reflected_light_contrast_ag0p3,reflected_light_geometric_albedo_assumed,tic_id,hd_name,hip_name
HD 114783 b,HD 114783,b,False,1500,0.10050803030975443,True,0.3407892201008844,2.869317587889152e-27,0.7300000000000001,,1900,416,1939,,0.3405827923833049,0.3366189910626613,0.3407892201008844,0.3450144025530159,0.2631366228032541,0.44082285936435184,1.0,1.0,0.54025,0.982,0.9976758179811097,1.0,1.0,False,True,1.0,0.0,5.311092249679133e-27,13.7,,,13.7,13.7,13.7,349.6,19.07,-19.07,msini_lower_limit,0.747,catalogue,56.506738802056134,0.3152,catalogue,190.4634379736365,derived_from_insolation_albedo_0.306,0.306,493.7,1.16,0.144,2455283.8,2.7,-2.7,5135.0,0.840622,0.853,-0.3725,0.21,6.0,K0,21.0628,198.1818436,-2.2649921,7.56,6.025,5.475,7.31783,6.7671,,,,,,,,Radial Velocity,2001.0,W. M. Keck Observatory,0,1,0.0,0.0,1.0,2.0,5.0,5.0,,6.0,True,True,0.5833333333333334,7.0,0.0,0,0,False,,,3.0,1.0,1.0,0.8333333333333334,1,,,31.754444705292403,,1.16,catalogue,55.07339954801831,2.4212152506984616e-08,0.3,TIC 292113181,HD 114783,HIP 64457
HD 9174 b,HD 9174,b,False,1501,0.1005076625965885,True,0.372638828794302,5.301797838242195e-27,0.6441593930128359,,1502,403,2591,,0.37282055249918916,0.36144952292034777,0.372638828794302,0.3828634708993114,0.26429492118785897,0.525909327886796,1.0,1.0,0.99825,0.99975,0.7642087181939788,1.0,1.0,False,True,1.0,0.0,5.311092249679133e-27,13.7,,,13.7,13.7,13.7,352.7913,44.4962,-44.4962,msini_lower_limit,0.754,catalogue,56.764061872361246,0.4979,catalogue,213.5259184974417,derived_from_insolation_albedo_0.306,0.306,1179.0,2.2,0.12,,,,5577.0,1.67,1.03,0.38202,0.39,9.0,G8 IV,81.4893,22.5043352,-19.6052945,8.4,7.134,6.744,8.22923,7.7603,,,,,,,,Radial Velocity,2016.0,Multiple Observatories,0,1,0.0,0.0,1.0,1.0,1.0,1.0,,3.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,0.0,1.0,0.0,0.8333333333333334,1,,,21.076571997578448,,2.2,catalogue,26.997409475845295,6.731378597809605e-09,0.3,TIC 439501096,HD 9174,HIP 6993
HIP 97166 c,HIP 97166,c,False,1502,0.10049938068425947,True,0.35999156785917824,0.0,0.6758406069871642,,1651,480,2116,,0.35975020670939434,0.34766285835276084,0.35999156785917824,0.37050438151157633,0.6092127077601177,0.21243846291928004,0.0,0.0,0.0,0.0,-45.4106099309051,0.0,0.0,False,True,1.0,0.0,0.0031726828424851923,2.75,,,2.75,2.75,2.75,8.0,1.6,-1.6,msini_lower_limit,2.11,catalogue,19.078905705230866,30.7622,catalogue,598.6450764052062,derived_from_insolation_albedo_0.306,0.306,16.432,0.124,0.0,2458694.0,1.3,-1.3,5216.0,0.8418,0.9342,-0.32514,0.248,1.2,K0 V,65.9501,296.2446203,74.0628577,9.92,8.386,7.923,9.68443,9.1416,,,,,,,,Radial Velocity,2021.0,Multiple Observatories,0,1,0.0,0.0,1.0,2.0,2.0,2.0,,5.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,,,2.1056461794469428,,0.124,catalogue,1.880209431069854,8.53749106650409e-08,0.3,TIC 237222864,,HIP 97166
Kepler-227 c,Kepler-227,c,False,1503,0.10048413937020353,True,0.41133614789600337,0.0,0.5604210526315789,0.4612663331430556,1144,480,4254,3501,0.4476808656382319,0.3090867898918838,0.41133614789600337,0.5062942609486034,0.566313493798084,0.3538996680344944,0.0,0.0,0.0,0.0,-13.192581081267155,0.0,0.0,False,True,1.0,0.0,0.0006575417969589677,3.04,1.53,-1.53,1.6317653622632515,3.065268893668218,4.604782248357682,9.48,,,inferred_mass_radius,1.85,catalogue,19.75341517840716,10.186,catalogue,454.1151439245225,derived_from_insolation_albedo_0.306,0.306,54.418694,0.29,0.0,2454995.51038,0.00535,-0.00535,5854.0,1.091,0.954,-0.12113,0.1,3.98,,1083.06,291.9342748,48.141676,15.623,14.082,13.648,15.3234,14.8192,,,,,,,,Transit,2014.0,Kepler,1,0,1.0,0.0,1.0,2.0,12.0,12.0,0.11315789473684221,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,2.41990880310615,0.06262377540715724,1.6507360980705053,91.7352663997876,0.29,catalogue,0.2677598655660813,1.9074774669597665e-08,0.3,TIC 26539443,,
Kepler-1175 b,Kepler-1175,b,False,1504,0.10047672296785803,True,0.42667685815596135,0.0,0.5322591362126247,0.4992292324304192,1023,480,5228,3205,0.4274177033664591,0.40205009643544076,0.42667685815596135,0.4526088325252302,0.5744104952872612,0.31804066020711846,0.0,0.0,0.0,0.0,-17.86968328680011,0.0,0.0,False,True,1.0,0.0,0.0009522374953356485,2.99,0.27,-0.23,2.7525652967353853,2.991148678646696,3.2502609496465626,9.22,,,inferred_mass_radius,1.9,catalogue,19.642858192395405,12.938,catalogue,482.09414143219766,derived_from_insolation_albedo_0.306,0.306,37.94563,0.2181,0.0,2454967.78267,0.00384,-0.00384,5453.0,0.86,0.9,-0.3398,-0.04,4.17,,1121.89,289.1426847,46.8129656,15.972,14.628,14.149,15.9163,15.4099,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,10.0,10.0,0.3478405315614619,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,3.14548557074837,0.10388436558115932,1.8822009611591484,49.93927271081211,0.2181,catalogue,0.19440408596208184,3.2624156397166217e-08,0.3,TIC 158986028,,
Kepler-1062 b,Kepler-1062,b,False,1505,0.10045369561726124,True,0.4142858158070332,0.0,0.5541707317073171,0.598202336600644,1120,480,4509,2307,0.41401493909694365,0.4030841390604361,0.4142858158070332,0.4262798979905199,0.8168742261651083,0.20983446937741984,0.0,0.0,0.0,0.0,-51.773311790507044,0.0,0.0,False,True,1.0,0.0,0.31188676967661644,1.76,0.09,-0.1,1.6614976820874754,1.7582626398228713,1.851442901126575,3.75,,,inferred_mass_radius,3.78,catalogue,16.32804223010774,33.76,catalogue,612.7251073973166,derived_from_insolation_albedo_0.306,0.306,9.30412078,0.0748,0.0,2454973.34013,0.00213,-0.00213,4597.0,0.7,0.75,-0.6822,0.11,2.45,,397.455,283.8994187,41.221594,15.095,13.025,12.333,14.8053,14.0665,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,10.0,10.0,0.16524390243902434,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,6.231706772540694,0.32405685104835613,1.3811914186910343,28.057298153020326,0.0748,catalogue,0.18819740599564735,9.61015483298725e-08,0.3,TIC 120043084,,
Kepler-206 d,Kepler-206,d,False,1506,0.10044719947262673,True,0.405379557296806,0.0,0.5711428571428572,0.1634620862977789,1201,480,3896,4386,0.4261977766444659,0.37118321803218063,0.405379557296806,0.42250314101629627,0.9566949505762371,0.18986673307649193,0.0,0.0,0.0,0.0,-62.80689299983007,0.0,0.0,False,True,1.0,0.0,0.8829144844233734,1.19,0.24,-0.24,0.951497112421812,1.195935244180332,1.4312956879585337,1.81,,,inferred_mass_radius,5.9,catalogue,13.795600893038332,44.17,catalogue,655.3101835100396,derived_from_insolation_albedo_0.306,0.306,23.44281,0.163,0.0,2454985.01049,0.01179,-0.01179,5764.0,1.185,0.957,0.08357,0.0213,8.32,,594.447,291.6346564,41.8338415,13.507,12.33,12.001,13.4609,12.9995,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,1.0,3.0,12.0,12.0,0.35714285714285726,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,0.30930451452439756,0.055196177729079345,0.41644596277192936,210.08185943969175,0.163,catalogue,0.27420442865385813,9.25181540246398e-09,0.3,TIC 137342279,,
Kepler-1184 b,Kepler-1184,b,False,1507,0.1004439977325434,True,0.4121968686684665,0.0,0.5578910505836576,0.47600808361031016,1139,480,4355,3387,0.4129984459937755,0.3604416650989909,0.4121968686684665,0.44419572082718156,0.6202414337056307,0.2750021316283518,0.0,0.0,0.0,0.0,-24.19824700396293,0.0,0.0,False,True,1.0,0.0,0.004586142721265621,2.68,0.6,-0.3,2.3857468325773556,2.6760238565228933,3.281503686719587,7.65,,,inferred_mass_radius,2.18,catalogue,18.898969996809313,18.039,catalogue,523.863550147925,derived_from_insolation_albedo_0.306,0.306,53.5991044,0.2863,0.0,2454980.42885,0.00524,-0.00524,5983.0,1.07,1.05,0.06532,-0.04,3.55,,1157.84,291.282031,46.9659514,14.99,13.866,13.49,14.9314,14.498,,,,,,,,Transit,2016.0,Kepler,1,0,1.0,0.0,1.0,1.0,10.0,10.0,0.13424124513618668,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,2.6793179326884102,0.08619174640879926,1.255941168075374,74.45119879240092,0.2863,catalogue,0.24727078007323985,1.5210207434277893e-08,0.3,TIC 159725400,,
HD 21520 b,HD 21520,b,False,1508,0.10044092215883077,True,0.41412326341275274,0.0,0.554193319947767,0.7651765104078315,1121,480,4507,1387,0.32742729692429695,0.40824500755438986,0.41412326341275274,0.4189003375356802,0.5095270290719045,0.2104081405974293,0.0,0.0,0.0,0.0,-35.59029465089155,0.0,0.0,False,True,1.0,0.0,0.004124866304230479,2.697,0.09,-0.09,2.6073163014276504,2.697317654756864,2.7831887008476253,17.7,,,upper_limit,1.35,catalogue,28.656356734807886,25.7431,catalogue,572.5722264779198,derived_from_insolation_albedo_0.306,0.306,25.1292,0.1726,0.0,2459160.0157,0.0015,-0.0015,5871.0,1.044,1.09,0.06595,0.049,5.3,,79.208,51.6403449,-43.6136649,9.17,8.048,7.707,9.01796,8.6022,,,,,,,,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1,1,0.0,0.0,1.0,1.0,2.0,2.0,0.3303940586616435,3.0,True,True,0.9166666666666666,11.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,19.748291595831635,1.7673073504218018,3.6484480482099113,17.1815939388172,0.1726,catalogue,2.1790728209271792,4.238269365400864e-08,0.3,TIC 404518509,HD 21520,HIP 16038
TOI-1453 c,TOI-1453,c,False,1509,0.10043358374951354,True,0.2837683926617,0.0,0.940516049252519,1.0,2700,480,776,1,0.28369049383632633,0.26339065174399623,0.2837683926617,0.2997138479793722,0.5497145314631475,0.14640379994847208,0.0,0.0,0.0,0.0,-115.13185709462286,0.0,0.0,False,True,1.0,0.0,0.04239609964956262,2.224,0.095,-0.095,2.1302712301477844,2.2234755717347214,2.317917643812178,2.95,0.83,-0.84,measured,1.472135,catalogue,12.883042263674596,75.3,catalogue,748.7965093171313,derived_from_insolation_albedo_0.306,0.306,6.5886982,,0.0,2459395.38133,0.00039,-0.00039,4975.0,0.72,0.715,-0.57539,-0.31,12.0,,78.7415,258.2232705,57.1977779,11.113,9.275,8.686,10.7265,10.1426,,,,,,,,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),1,1,0.0,0.0,2.0,2.0,2.0,2.0,0.04437131445537822,2.0,True,True,1.0,11.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,103.82736409815713,4.016065229990886,1.258463920535471,2.842714296116301,0.06150469569401399,derived_from_period_and_stellar_mass,0.7810963176217622,2.2696623974829933e-07,0.3,TIC 198390247,,
Kepler-1564 b,Kepler-1564,b,False,1510,0.10041490304075708,True,0.41097464338540957,0.0,0.5595664335664337,0.179495116336674,1147,480,4289,4368,0.4165504136336019,0.390810802698671,0.41097464338540957,0.4226079117622602,0.9045375308029919,0.19182647617096632,0.0,0.0,0.0,0.0,-60.2482735467907,0.0,0.0,False,True,1.0,0.0,0.6582968909168427,1.47,0.19,-0.13,1.3409772024709419,1.4688572452764312,1.6589747734742601,2.76,,,inferred_mass_radius,4.77,catalogue,15.327477548507451,41.514,catalogue,645.2287529680415,derived_from_insolation_albedo_0.306,0.306,18.0540381,0.1327,0.0,2454980.79923,0.00961,-0.00961,5528.0,0.9,0.93,-0.13536,0.03,4.57,,908.805,290.5861316,46.6427486,15.124,13.711,13.283,14.9531,14.4397,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,9.0,9.0,0.12027972027972039,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,0.3455296728854979,0.0815401549401889,0.7061321596192798,116.06007474812579,0.1327,catalogue,0.14601592200747138,2.1301052790231828e-08,0.3,TIC 159395366,,
BD+55 362 b,BD+55 362,b,False,1511,0.10040679247040295,True,0.37157130232419266,1.0997401940091346e-27,0.6441593930128359,,1508,432,2591,,0.37156594609485905,0.3597069324673259,0.37157130232419266,0.38256921902534036,0.2065368389506364,0.6684582421171131,1.0,1.0,0.928,1.0,0.23904004890966074,1.0,1.0,False,True,1.0,0.0,1.1850648642339812e-27,14.0,,,14.0,14.0,14.0,228.83645304,25.42627256,-25.42627256,msini_lower_limit,0.458,catalogue,45.22446115102586,0.7996,catalogue,240.37166043337152,derived_from_insolation_albedo_0.306,0.306,265.59,0.78,0.27,,,,5012.0,0.896193,0.909,-0.31295,0.18,,K3,52.5697,23.9636676,56.6982282,9.38,7.826,7.331,9.15305,8.6036,,,,,,,,Radial Velocity,2021.0,Haute-Provence Observatory,0,1,0.0,0.0,1.0,1.0,1.0,1.0,,3.0,True,True,0.5833333333333334,7.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,,,25.183890798798284,,0.78,catalogue,14.837444383361518,5.592102341795384e-08,0.3,TIC 453226076,,
Kepler-265 d,Kepler-265,d,False,1512,0.10040398460156791,True,0.4164994575753714,0.0,0.5489636363636364,0.42921559703723644,1105,480,4716,3647,0.4204026812727086,0.36927681753679337,0.4164994575753714,0.4637688217879652,0.6540081761952528,0.2702388454062961,0.0,0.0,0.0,0.0,-25.882681456878974,0.0,0.0,False,True,1.0,0.0,0.010576428873201824,2.49,0.54,-0.54,1.9717868369303502,2.5076989376658814,3.0203119338741766,6.76,,,inferred_mass_radius,2.41,catalogue,18.430982612553706,18.941,catalogue,530.2928764081371,derived_from_insolation_albedo_0.306,0.306,43.130617,0.236,0.0,2454999.27537,0.0098,-0.0098,5835.0,1.103,0.97,0.00548,-0.11,0.28,,1280.25,290.5104788,41.244743,15.47,14.252,13.897,15.3522,14.9117,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,1.0,4.0,11.0,11.0,0.20863636363636345,8.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,1.9393080094057027,0.062140567990497594,1.25793199381967,165.47133963774633,0.236,catalogue,0.18433899628978714,1.932337282212955e-08,0.3,TIC 122445076,,
HD 219134 b,HD 219134,b,False,1513,0.10040394694045583,True,0.2762972193439911,0.0,0.9751603222966508,1.0,2808,480,243,1,0.27647655294763634,0.27136323371521837,0.2762972193439911,0.28042446669987753,0.8925838033501328,0.08563821575398049,0.0,0.0,0.0,0.0,-275.22023383946515,0.0,0.0,False,True,1.0,0.0,0.4988389401683662,1.602,0.055,-0.055,1.5476043304065006,1.600928849534836,1.65515130293469,4.74,0.19,-0.19,measured,6.34,catalogue,19.24122552490809,176.2,catalogue,926.1184647175331,derived_from_insolation_albedo_0.306,0.306,3.092926,0.03876,0.0,2457126.69913,0.00087,-0.00087,4699.0,0.778,0.81,-0.57741,0.11,11.0,K3 V,6.53127,348.3372026,57.1696255,5.56911,3.981,3.261,5.2402,4.6278,,,,,,,,Radial Velocity,2015.0,Roque de los Muchachos Observatory,1,1,0.0,0.0,1.0,6.0,8.0,8.0,0.20699731419457737,2.0,True,True,1.0,12.0,0.0,0,0,False,,,4.0,1.0,5.0,1.0,0,292.9187824250496,37.49858428199571,2.394158899420338,25.058536423342847,0.03876,catalogue,5.934527281830333,2.9652801587985984e-07,0.3,TIC 283722336,HD 219134,HIP 114622
Kepler-329 b,Kepler-329,b,False,1514,0.10040252778411082,True,0.40660965737996657,0.0,0.5677142857142857,0.33996502242040294,1190,480,4024,3865,0.4249717568610693,0.3784940821818256,0.40660965737996657,0.4235815894320805,0.9288639468808911,0.1944321283391812,0.0,0.0,0.0,0.0,-63.300040164607836,0.0,0.0,False,True,1.0,0.0,0.7343410490344269,1.4,0.25,-0.25,1.149871270791692,1.3966479563498035,1.6412157016967344,2.54,,,inferred_mass_radius,5.09,catalogue,15.067030085587538,40.689,catalogue,641.9989551270502,derived_from_insolation_albedo_0.306,0.306,7.416397,0.061,0.0,2454968.85335,0.00402,-0.00402,4257.0,0.523,0.602,-0.97062,-0.44,3.47,,439.719,299.2681646,45.2272852,15.886,13.513,12.693,15.4312,14.6357,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,1.0,2.0,11.0,11.0,0.3857142857142858,8.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,1.046875575015597,0.38908885592614467,1.1682280702866763,67.54834320296538,0.061,catalogue,0.13872495843936697,9.143335298974233e-08,0.3,TIC 268713285,,
HD 167677 b,HD 167677,b,False,1515,0.10037694816954869,True,0.3056164506559127,0.0,0.8458406069871643,,2377,480,1647,,0.3054184114586356,0.2897135166244202,0.3056164506559127,0.31541486044012246,0.4206186400762674,0.22176954887449268,0.0,0.0,0.0,0.0,1.3640006984219017,0.0,0.0,False,True,1.0,0.0,6.470234925645506e-26,13.2,,,13.2,13.2,13.2,905.81095995,301.93698665,-317.828407,measured,2.16,catalogue,92.66305940685898,0.0891,catalogue,138.87833243759323,derived_from_insolation_albedo_0.306,0.306,1820.0,2.877,0.182,,,,5474.0,0.95271,0.96,-0.13215,-0.29,11.5,G5 V,54.3258,274.2067844,-11.4067857,8.9,7.583,7.155,8.7114,8.2424,,,,,,,,Radial Velocity,2023.0,Multiple Facilities,0,1,0.0,0.0,1.0,1.0,2.0,2.0,,4.0,True,True,0.5833333333333334,7.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,,,49.48661909556576,,2.877,catalogue,52.95826292479816,3.6540659680338194e-09,0.3,TIC 13894108,HD 167677,HIP 89583
Kepler-513 b,Kepler-513,b,False,1516,0.10036724382275017,True,0.37489726865308676,0.0,0.6351712114438981,0.6015083330787616,1476,480,3002,2279,0.3756009391884076,0.34641526494588004,0.37489726865308676,0.3958742458350486,0.7106362340102866,0.19852078850959876,0.0,0.0,0.0,0.0,-51.24598091208228,0.0,0.0,False,True,1.0,0.0,0.046110622832552565,2.2,0.31,-0.2,2.0035846043093217,2.2059008708424757,2.514699224983691,5.48,,,inferred_mass_radius,2.83,catalogue,17.654432176960807,36.527,catalogue,624.911573943707,derived_from_insolation_albedo_0.306,0.306,28.86235584,0.1779,0.0,2455011.48474,0.00177,-0.00177,5849.0,1.06,1.02,0.07874,-0.01,5.5,,468.258,285.0416235,50.0753913,13.019,11.846,11.469,12.8822,12.4539,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,11.0,11.0,0.15690657130084934,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,6.3756578009399965,0.2602790687965871,1.1274347594075529,25.344328129694027,0.1779,catalogue,0.37991876273336495,2.654616016687183e-08,0.3,TIC 48503953,,
HD 73534 b,HD 73534,b,False,1517,0.10036383932140354,True,0.35333421688179945,4.65650012990618e-27,0.6900000000000001,,1732,408,2097,,0.35253931750538686,0.3405551526495144,0.35333421688179945,0.36412274310674553,0.2644598217012957,0.4699540731277557,1.0,1.0,0.87675,0.94325,0.8913578018635905,1.0,1.0,False,True,1.0,0.0,5.311092249679133e-27,13.7,,,13.7,13.7,13.7,353.42696,18.75197,-18.75197,msini_lower_limit,0.755,catalogue,56.815177652077196,0.3721,catalogue,198.53175632964516,derived_from_insolation_albedo_0.306,0.306,1750.0,2.99,0.126,,,,4917.0,2.58,1.16,0.522,0.232,7.04,G5,83.3321,129.8153421,12.9599703,8.23,6.524,5.962,7.95707,7.3706,,,,,,,,Radial Velocity,2008.0,W. M. Keck Observatory,0,1,0.0,0.0,1.0,1.0,5.0,5.0,,5.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,1.0,1.0,1.0,0.6666666666666667,2,,,17.11399895948389,,2.99,catalogue,35.88053103185927,3.6442402672675346e-09,0.3,TIC 21285884,HD 73534,HIP 42446
Kepler-142 d,Kepler-142,d,False,1518,0.10035130315055776,True,0.42122334148334234,0.0,0.5392307692307692,0.5113665515590023,1058,480,5035,3120,0.4274742360142468,0.3750047391517319,0.42122334148334234,0.45901494640501456,0.7193501941658842,0.25402679242736803,0.0,0.0,0.0,0.0,-30.550103931219862,0.0,0.0,False,True,1.0,0.0,0.055931436340460834,2.16,0.47,-0.47,1.6698420523815032,2.165214440992286,2.6391949940545305,5.31,,,inferred_mass_radius,2.9,catalogue,17.538611171735727,22.072,catalogue,550.9668747789669,derived_from_insolation_albedo_0.306,0.306,41.809118,0.242,0.0,2454981.69926,0.00831,-0.00831,5790.0,1.269,0.978,0.10706,0.05,7.59,,548.686,295.1190067,48.4813635,13.277,12.092,11.762,13.197,12.7501,,,,,,,,Transit,2014.0,Kepler,1,0,1.0,0.0,1.0,3.0,12.0,12.0,0.6230769230769233,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,3.4205792327421785,0.10732568458385808,0.9929631576146021,146.16107609456083,0.242,catalogue,0.4410537174267249,1.382881654510339e-08,0.3,TIC 27394293,,
TOI-4600 b,TOI-4600,b,False,1519,0.10034507739763772,True,0.39330402336929643,0.0,0.5934232316821563,0.37301014743119304,1304,480,3522,3791,0.3932003393949781,0.3832861479127175,0.39330402336929643,0.40288387468197695,0.46500633365856875,0.33248258294444205,0.0,0.0,0.0,0.0,-3.5886376078514752,0.0,0.0,False,True,1.0,0.0,5.028057502407998e-12,6.8,0.31,-0.3,6.502659334455777,6.803197477764673,7.107302951339087,959.84178914,,,upper_limit,16.832153296477333,derived_from_mass_radius,132.89853259803687,3.3159,catalogue,343.0168254487297,derived_from_insolation_albedo_0.306,0.306,82.6869,0.349,0.25,2459750.1421,0.002,-0.0019,5170.0,0.81,0.89,-0.37675,0.16,2.3,K V,216.056,258.4503674,64.5661727,12.577,11.075,10.571,12.4406,11.8787,,,,,,,,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),1,0,0.0,0.0,1.0,2.0,2.0,2.0,0.0034781275417324945,3.0,True,True,0.9090909090909091,10.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,1.3153170273856674,0.8546824166620511,156.92724745570305,14.543999999999999,0.349,catalogue,1.6153219535675936,6.589845254192728e-08,0.3,TIC 232608943,,
HD 141399 c,HD 141399,c,False,1520,0.1003382973203182,True,0.35006788712529735,3.064778766943782e-29,0.6983187860256717,,1777,456,2035,,0.3491319599110122,0.3344097441662496,0.35006788712529735,0.3724610891718648,0.2908983548975,0.4190230827336734,0.0,0.0,0.0035,0.03475,-3.447950269705809,0.0,0.0,False,True,1.0,0.0,8.75651076269652e-27,13.6,,,13.6,13.6,13.6,422.7139,25.4264,-25.4264,msini_lower_limit,0.923,catalogue,62.36323352939214,3.3493,catalogue,343.8773564797689,derived_from_insolation_albedo_0.306,0.306,201.99,0.689,0.048,2455626.02,0.48,-0.47,5600.0,1.387236,1.07,0.2014,0.35,,K0,37.0169,236.7235392,46.986288,7.20856,5.89,5.499,7.00926,6.535,,,,,,,,Radial Velocity,2014.0,Multiple Observatories,0,1,0.0,0.0,1.0,4.0,3.0,3.0,,5.0,True,True,0.5833333333333334,7.0,0.0,0,0,False,,,0.0,1.0,3.0,0.8333333333333334,1,,,44.05526712185487,,0.689,catalogue,18.61311995331862,6.763128168384617e-08,0.3,TIC 156067565,HD 141399,HIP 77301
Kepler-113 b,Kepler-113,b,False,1521,0.10032307579752753,True,0.2748273509577832,0.0,0.9793082706766918,0.5693223262495327,2826,480,186,2564,0.27569440102863113,0.25494990138686024,0.2748273509577832,0.30033976873453766,0.7370340860264493,0.1031260347378399,0.0,0.0,0.0,0.0,-163.75450044284383,0.0,0.0,False,True,1.0,0.0,0.2503522587466437,1.82,0.05,-0.05,1.7699080857503335,1.8193468913555106,1.8706204427322337,11.7,4.2,-4.2,measured,10.73,catalogue,28.361686480179554,105.333,catalogue,814.3407741330166,derived_from_insolation_albedo_0.306,0.306,4.754,0.05123,0.0,2454961.5463,,,4725.0,0.69,0.75,-0.57598,0.05,6.89,,262.351,287.9978721,50.9441847,13.655,11.886,11.255,13.4598,12.8077,,,,,,,,Transit,2014.0,Kepler,1,1,0.0,0.0,1.0,2.0,13.0,13.0,0.17243107769423563,7.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,5.104661855907191,1.1625242136519847,5.390196966992556,,0.05123,catalogue,0.19527274529161312,2.1907978655485544e-07,0.3,TIC 298834019,,
